指标名称,产量:空调:当月值,产量:家用电冰箱:当月值,产量:家用洗衣机:当月值,出口数量:洗碗机:当月值,出口数量:吸油烟机:当月值,产量:铜材:当月值,产量:氧化铝:当月值,产量:铝材:当月值,进口数量:未锻造的铜及铜材:当月值,价格:冷轧板卷:0.5mm:广州,含税价:镀锌薄板:0.5mm:北京,含税价:镀锌薄板:1mm:北京,期货结算价(活跃合约):焦煤,市场价:无烟煤(2号洗中块):全国,市场价:普通混煤(Q4500):全国,市场价:山西大混(Q5000):全国,进口数量:未锻造的铝及铝材:当月值,市场价:山西优混(Q5500):全国,市场价:大同混煤(Q5800):全国,煤炭运价(云洲船务报):印尼南加TABONEO锚地→连云港:5万-6万吨带吊杆和抓斗船舶,煤炭运价(云洲船务报):澳大利亚NEWCASTLE泊位→宁德:6万-7万吨不带吊杆和抓斗船舶,进口数量:废铜:当月值,平均价(不含税):铜精矿:20%:江西,居民消费水平:全体居民:农村居民,申万行业指数:白色家电,出口金额:中央空调:当月值,城市人均住宅建筑面积,库存:洗衣机:当月值,库存:冰箱:当月值,库存:家用空调:当月值,库存:滚筒洗衣机:当月值,库存:冰柜:当月值
2012-05-10,,,,,,,,,,5330.00 ,5150.00 ,5100.00 ,,,,,,,,,,,,,4150.17 ,,,,,,,
2012-05-11,,,,,,,,,,5300.00 ,,,,,,,,,,,,,,,4107.28 ,,,,,,,
2012-05-14,,,,,,,,,,5300.00 ,,,,,,,,,,,,,,,4044.21 ,,,,,,,
2012-05-15,,,,,,,,,,5300.00 ,,,,,,,,,,,,,,,4187.61 ,,,,,,,
2012-05-16,,,,,,,,,,5300.00 ,,,,,,,,,,,,,,,4143.03 ,,,,,,,
2012-05-17,,,,,,,,,,5300.00 ,5150.00 ,5100.00 ,,,,,,,,,,,,,4204.97 ,,,,,,,
2012-05-18,,,,,,,,,,5300.00 ,,,,,,,,,,,,,,,4166.30 ,,,,,,,
2012-05-21,,,,,,,,,,5300.00 ,,,,,,,,,,,,,,,4164.31 ,,,,,,,
2012-05-22,,,,,,,,,,5250.00 ,,,,,,,,,,,,,,,4209.05 ,,,,,,,
2012-05-23,,,,,,,,,,5220.00 ,,,,,,,,,,,,,,,4176.28 ,,,,,,,
2012-05-24,,,,,,,,,,5200.00 ,5150.00 ,5100.00 ,,,,,,,,,,,,,4136.27 ,,,,,,,
2012-05-25,,,,,,,,,,5180.00 ,,,,,,,,,,,,,,,4097.83 ,,,,,,,
2012-05-28,,,,,,,,,,5160.00 ,,,,,,,,,,,,,,,4135.06 ,,,,,,,
2012-05-29,,,,,,,,,,5160.00 ,,,,,,,,,,,,,,,4189.12 ,,,,,,,
2012-05-30,,,,,,,,,,5160.00 ,,,,,,,,,,,,,,,4181.88 ,,,,,,,
2012-05-31,1795.50 ,748.80 ,497.90 ,23.99 ,60.92 ,98.60 ,345.60 ,251.10 ,419741.00 ,5160.00 ,5150.00 ,5060.00 ,,,,,91083.00 ,,,,,423869.00 ,,,4188.00 ,5.90 ,,207.88 ,360.34 ,890.19 ,70.90 ,46.40 
2012-06-01,,,,,,,,,,5160.00 ,,,,,,,,,,,,,,,4163.05 ,,,,,,,
2012-06-04,,,,,,,,,,5130.00 ,,,,,,,,,,,,,,,4070.32 ,,,,,,,
2012-06-05,,,,,,,,,,5100.00 ,,,,,,,,,,,,,,,4050.20 ,,,,,,,
2012-06-06,,,,,,,,,,5100.00 ,,,,,,,,,,,,,,,4033.57 ,,,,,,,
2012-06-07,,,,,,,,,,5100.00 ,5150.00 ,5030.00 ,,,,,,,,,,,,,3978.97 ,,,,,,,
2012-06-08,,,,,,,,,,5100.00 ,,,,,,,,,,,,,,,3942.38 ,,,,,,,
2012-06-11,,,,,,,,,,5100.00 ,,,,,,,,,,,,,,,4002.17 ,,,,,,,
2012-06-12,,,,,,,,,,5100.00 ,,,,,,,,,,,,,,,3989.67 ,,,,,,,
2012-06-13,,,,,,,,,,5100.00 ,,,,,,,,,,,,,,,4050.25 ,,,,,,,
2012-06-14,,,,,,,,,,5100.00 ,5150.00 ,5010.00 ,,,,,,,,,,,,,4025.89 ,,,,,,,
2012-06-15,,,,,,,,,,5100.00 ,,,,,,,,,,,,,,,4058.31 ,,,,,,,
2012-06-18,,,,,,,,,,5100.00 ,,,,,,,,,,,,,,,4081.38 ,,,,,,,
2012-06-19,,,,,,,,,,5080.00 ,,,,,,,,,,,,,,,4000.73 ,,,,,,,
2012-06-20,,,,,,,,,,5080.00 ,,,,,,,,,,,,,,,3970.59 ,,,,,,,
2012-06-21,,,,,,,,,,5050.00 ,5150.00 ,4980.00 ,,,,,,,,,,,,,3958.62 ,,,,,,,
2012-06-25,,,,,,,,,,5050.00 ,,,,,,,,,,,,,,,3855.97 ,,,,,,,
2012-06-26,,,,,,,,,,5050.00 ,,,,,,,,,,,,,,,3853.48 ,,,,,,,
2012-06-27,,,,,,,,,,5020.00 ,,,,,,,,,,,,,,,3792.74 ,,,,,,,
2012-06-28,,,,,,,,,,5020.00 ,5150.00 ,4980.00 ,,,,,,,,,,,,,3792.52 ,,,,,,,
2012-06-29,,,,,,,,,,5020.00 ,,,,,,,,,,,,,,,3826.04 ,,,,,,,
2012-06-30,1125.70 ,856.60 ,491.30 ,24.76 ,63.03 ,125.10 ,352.60 ,273.40 ,346223.00 ,,,,,,,,89576.00 ,,,,,369149.00 ,,,,6.10 ,,201.29 ,320.07 ,807.49 ,70.80 ,43.50 
2012-07-02,,,,,,,,,,5000.00 ,,,,,,,,,,,,,,,3833.77 ,,,,,,,
2012-07-03,,,,,,,,,,5000.00 ,,,,,,,,,,,,,,,3910.84 ,,,,,,,
2012-07-04,,,,,,,,,,5000.00 ,,,,,,,,,,,,,,,3881.37 ,,,,,,,
2012-07-05,,,,,,,,,,4980.00 ,5150.00 ,4950.00 ,,,,,,,,,,,,,3825.18 ,,,,,,,
2012-07-06,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,3863.40 ,,,,,,,
2012-07-09,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,3727.39 ,,,,,,,
2012-07-10,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,3700.43 ,,,,,,,
2012-07-11,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,3720.53 ,,,,,,,
2012-07-12,,,,,,,,,,4980.00 ,5150.00 ,4950.00 ,,,,,,,,,,,,,3741.73 ,,,,,,,
2012-07-13,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,3776.44 ,,,,,,,
2012-07-16,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,3669.86 ,,,,,,,
2012-07-17,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,3687.69 ,,,,,,,
2012-07-18,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,3723.83 ,,,,,,,
2012-07-19,,,,,,,,,,4980.00 ,5150.00 ,4950.00 ,,,,,,,,,,,,,3736.02 ,,,,,,,
2012-07-20,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,3698.82 ,,,,,,,
2012-07-23,,,,,,,,,,4960.00 ,,,,,,,,,,,,,,,3646.59 ,,,,,,,
2012-07-24,,,,,,,,,,4960.00 ,,,,,,,,,,,,,,,3643.44 ,,,,,,,
2012-07-25,,,,,,,,,,4960.00 ,,,,,,,,,,,,,,,3630.41 ,,,,,,,
2012-07-26,,,,,,,,,,4950.00 ,5150.00 ,4950.00 ,,,,,,,,,,,,,3606.15 ,,,,,,,
2012-07-27,,,,,,,,,,4950.00 ,,,,,,,,,,,,,,,3588.75 ,,,,,,,
2012-07-30,,,,,,,,,,4950.00 ,,,,,,,,,,,,,,,3559.24 ,,,,,,,
2012-07-31,834.70 ,833.80 ,512.20 ,22.10 ,66.41 ,96.90 ,338.20 ,250.50 ,366548.00 ,4950.00 ,,,,,,,97651.00 ,,,,,428777.00 ,,,3600.15 ,5.50 ,,209.06 ,307.13 ,777.69 ,70.70 ,44.80 
2012-08-01,,,,,,,,,,4950.00 ,,,,,,,,,,,,,,,3628.01 ,,,,,,,
2012-08-02,,,,,,,,,,4930.00 ,5150.00 ,4800.00 ,,,,,,,,,,,,,3563.11 ,,,,,,,
2012-08-03,,,,,,,,,,4910.00 ,,,,,,,,,,,,,,,3589.44 ,,,,,,,
2012-08-06,,,,,,,,,,4910.00 ,,,,,,,,,,,,,,,3639.46 ,,,,,,,
2012-08-07,,,,,,,,,,4880.00 ,,,,,,,,,,,,,,,3642.11 ,,,,,,,
2012-08-08,,,,,,,,,,4880.00 ,,,,,,,,,,,,,,,3599.06 ,,,,,,,
2012-08-09,,,,,,,,,,4880.00 ,5150.00 ,4780.00 ,,,,,,,,,,,,,3652.91 ,,,,,,,
2012-08-10,,,,,,,,,,4880.00 ,,,,,,,,,,,,,,,3635.68 ,,,,,,,
2012-08-13,,,,,,,,,,4850.00 ,,,,,,,,,,,,,,,3570.32 ,,,,,,,
2012-08-14,,,,,,,,,,4830.00 ,,,,,,,,,,,,,,,3568.75 ,,,,,,,
2012-08-15,,,,,,,,,,4830.00 ,,,,,,,,,,,,,,,3546.44 ,,,,,,,
2012-08-16,,,,,,,,,,4800.00 ,5150.00 ,4780.00 ,,,,,,,,,,,,,3554.19 ,,,,,,,
2012-08-17,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3553.12 ,,,,,,,
2012-08-20,,,,,,,,,,4700.00 ,,,,,,,,,,,,,,,3510.96 ,,,,,,,
2012-08-21,,,,,,,,,,4680.00 ,,,,,,,,,,,,,,,3524.24 ,,,,,,,
2012-08-22,,,,,,,,,,4650.00 ,,,,,,,,,,,,,,,3479.07 ,,,,,,,
2012-08-23,,,,,,,,,,4650.00 ,5150.00 ,4750.00 ,,,,,,,,,,,,,3509.49 ,,,,,,,
2012-08-24,,,,,,,,,,4650.00 ,,,,,,,,,,,,,,,3491.86 ,,,,,,,
2012-08-27,,,,,,,,,,4630.00 ,,,,,,,,,,,,,,,3473.49 ,,,,,,,
2012-08-28,,,,,,,,,,4600.00 ,,,,,,,,,,,,,,,3492.90 ,,,,,,,
2012-08-29,,,,,,,,,,4600.00 ,,,,,,,,,,,,,,,3481.95 ,,,,,,,
2012-08-30,,,,,,,,,,4600.00 ,,,,,,,,,,,,,,,3454.59 ,,,,,,,
2012-08-31,758.60 ,775.00 ,549.30 ,21.20 ,56.37 ,98.80 ,322.10 ,264.40 ,355856.00 ,4600.00 ,,,,,,,117513.00 ,,,,,438146.00 ,,,3495.75 ,6.00 ,,231.81 ,327.61 ,710.99 ,70.90 ,43.50 
2012-09-03,,,,,,,,,,4600.00 ,,,,,,,,,,,,,,,3553.31 ,,,,,,,
2012-09-04,,,,,,,,,,4550.00 ,,,,,,,,,,,,,,,3527.99 ,,,,,,,
2012-09-05,,,,,,,,,,4500.00 ,,,,,,,,,,,,,,,3562.34 ,,,,,,,
2012-09-06,,,,,,,,,,4500.00 ,5150.00 ,4700.00 ,,,,,,,,,,,,,3583.27 ,,,,,,,
2012-09-07,,,,,,,,,,4500.00 ,,,,,,,,,,,,,,,3659.75 ,,,,,,,
2012-09-10,,,,,,,,,,4500.00 ,,,,,,,,,,,,,,,3681.46 ,,,,,,,
2012-09-11,,,,,,,,,,4550.00 ,,,,,,,,,,,,,,,3656.63 ,,,,,,,
2012-09-12,,,,,,,,,,4550.00 ,,,,,,,,,,,,,,,3630.05 ,,,,,,,
2012-09-13,,,,,,,,,,4550.00 ,5150.00 ,4700.00 ,,,,,,,,,,,,,3600.81 ,,,,,,,
2012-09-14,,,,,,,,,,4550.00 ,,,,,,,,,,,,,,,3600.73 ,,,,,,,
2012-09-17,,,,,,,,,,4580.00 ,,,,,,,,,,,,,,,3538.56 ,,,,,,,
2012-09-18,,,,,,,,,,4630.00 ,,,,,,,,,,,,,,,3527.83 ,,,,,,,
2012-09-19,,,,,,,,,,4650.00 ,,,,,,,,,,,,,,,3566.79 ,,,,,,,
2012-09-20,,,,,,,,,,4650.00 ,5150.00 ,4500.00 ,,,,,,,,,,,,,3491.89 ,,,,,,,
2012-09-21,,,,,,,,,,4650.00 ,,,,,,,,,,,,,,,3475.61 ,,,,,,,
2012-09-24,,,,,,,,,,4650.00 ,,,,,,,,,,,,,,,3479.94 ,,,,,,,
2012-09-25,,,,,,,,,,4620.00 ,,,,,,,,,,,,,,,3466.34 ,,,,,,,
2012-09-26,,,,,,,,,,4620.00 ,,,,,,,,,,,,,,,3439.16 ,,,,,,,
2012-09-27,,,,,,,,,,4620.00 ,5150.00 ,4700.00 ,,,,,,,,,,,,,3518.24 ,,,,,,,
2012-09-28,,,,,,,,,,4620.00 ,,,,,,,,,,,,,,,3581.86 ,,,,,,,
2012-09-29,,,,,,,,,,4620.00 ,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,961.20 ,740.30 ,741.80 ,24.68 ,68.72 ,103.50 ,296.20 ,277.00 ,394837.00 ,,,,,,,,102320.00 ,,,,,459001.00 ,,,,6.40 ,,250.38 ,312.37 ,678.12 ,73.90 ,40.70 
2012-10-08,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3564.36 ,,,,,,,
2012-10-09,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3663.57 ,,,,,,,
2012-10-10,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3681.37 ,,,,,,,
2012-10-11,,,,,,,,,,4750.00 ,5150.00 ,4750.00 ,,,,,,,,,,,,,3642.75 ,,,,,,,
2012-10-12,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3651.17 ,,,,,,,
2012-10-15,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3659.20 ,,,,,,,
2012-10-16,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3656.50 ,,,,,,,
2012-10-17,,,,,,,,,,4720.00 ,,,,,,,,,,,,,,,3634.39 ,,,,,,,
2012-10-18,,,,,,,,,,4720.00 ,5150.00 ,4750.00 ,,,,,,,,,,,,,3684.37 ,,,,,,,
2012-10-19,,,,,,,,,,4720.00 ,,,,,,,,,,,,,,,3675.89 ,,,,,,,
2012-10-22,,,,,,,,,,4730.00 ,,,,,,,,,,,,,,,3690.71 ,,,,,,,
2012-10-23,,,,,,,,,,4730.00 ,,,,,,,,,,,,,,,3657.02 ,,,,,,,
2012-10-24,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3651.02 ,,,,,,,
2012-10-25,,,,,,,,,,4750.00 ,5150.00 ,4750.00 ,,,,,,,,,,,,,3634.10 ,,,,,,,
2012-10-26,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3587.38 ,,,,,,,
2012-10-29,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3576.86 ,,,,,,,
2012-10-30,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3611.28 ,,,,,,,
2012-10-31,903.20 ,606.90 ,615.80 ,24.31 ,60.28 ,102.10 ,298.40 ,287.90 ,321879.00 ,4750.00 ,,,,,,,101174.00 ,,,,,394208.00 ,,,3741.40 ,5.10 ,,254.26 ,303.45 ,698.22 ,75.30 ,38.00 
2012-11-01,,,,,,,,,,4750.00 ,5150.00 ,4700.00 ,,,,,,,,,,,,,3777.95 ,,,,,,,
2012-11-02,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3774.85 ,,,,,,,
2012-11-05,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3783.29 ,,,,,,,
2012-11-06,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3782.13 ,,,,,,,
2012-11-07,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3770.39 ,,,,,,,
2012-11-08,,,,,,,,,,4750.00 ,5150.00 ,4700.00 ,,,,,,,,,,,,,3725.58 ,,,,,,,
2012-11-09,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3710.01 ,,,,,,,
2012-11-12,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3721.65 ,,,,,,,
2012-11-13,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3662.98 ,,,,,,,
2012-11-14,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3684.85 ,,,,,,,
2012-11-15,,,,,,,,,,4750.00 ,5150.00 ,4700.00 ,,,,,,,,,,,,,3673.12 ,,,,,,,
2012-11-16,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3647.50 ,,,,,,,
2012-11-19,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3662.30 ,,,,,,,
2012-11-20,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3668.39 ,,,,,,,
2012-11-21,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3684.61 ,,,,,,,
2012-11-22,,,,,,,,,,4750.00 ,5150.00 ,4650.00 ,,,,,,,,,,,,,3644.08 ,,,,,,,
2012-11-23,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3671.46 ,,,,,,,
2012-11-26,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3621.22 ,,,,,,,
2012-11-27,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3570.88 ,,,,,,,
2012-11-28,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3552.90 ,,,,,,,
2012-11-29,,,,,,,,,,4750.00 ,5150.00 ,4650.00 ,,,,,,,,,,,,,3554.74 ,,,,,,,
2012-11-30,1042.40 ,645.20 ,624.40 ,18.80 ,54.78 ,106.10 ,294.80 ,293.30 ,365331.00 ,4750.00 ,,,,,,,72501.00 ,,,,,470300.00 ,,,3637.11 ,4.30 ,,264.60 ,301.37 ,732.18 ,103.90 ,39.80 
2012-12-03,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3600.74 ,,,,,,,
2012-12-04,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3598.81 ,,,,,,,
2012-12-05,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3702.67 ,,,,,,,
2012-12-06,,,,,,,,,,4750.00 ,5150.00 ,4600.00 ,,,,,,,,,,,,,3696.25 ,,,,,,,
2012-12-07,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3637.84 ,,,,,,,
2012-12-10,,,,,,,,,,4750.00 ,,,,,,,,,,,,,,,3662.78 ,,,,,,,
2012-12-11,,,,,,,,,,4900.00 ,,,,,,,,,,,,,,,3646.27 ,,,,,,,
2012-12-12,,,,,,,,,,4900.00 ,,,,,,,,,,,,,,,3666.42 ,,,,,,,
2012-12-13,,,,,,,,,,4900.00 ,5150.00 ,4560.00 ,,,,,,,,,,,,,3685.76 ,,,,,,,
2012-12-14,,,,,,,,,,4900.00 ,,,,,,,,,,,,,,,3795.43 ,,,,,,,
2012-12-17,,,,,,,,,,4900.00 ,,,,,,,,,,,,,,,3822.72 ,,,,,,,
2012-12-18,,,,,,,,,,4900.00 ,,,,,,,,,,,,,,,3817.78 ,,,,,,,
2012-12-19,,,,,,,,,,4900.00 ,,,,,,,,,,,,,,,3804.46 ,,,,,,,
2012-12-20,,,,,,,,,,4900.00 ,5150.00 ,4560.00 ,,,,,,,,,,,,,3887.83 ,,,,,,,
2012-12-21,,,,,,,,,,4880.00 ,,,,,,,,,,,,,,,3971.78 ,,,,,,,
2012-12-24,,,,,,,,,,4880.00 ,,,,,,,,,,,,,,,3977.37 ,,,,,,,
2012-12-25,,,,,,,,,,4880.00 ,,,,,,,,,,,,,,,4038.33 ,,,,,,,
2012-12-26,,,,,,,,,,4900.00 ,,,,,,,,,,,,,,,4044.27 ,,,,,,,
2012-12-27,,,,,,,,,,4900.00 ,5150.00 ,4580.00 ,,,,,,,,,,,,,3996.38 ,,,,,,,
2012-12-28,,,,,,,,,,4900.00 ,,,,,,,,,,,,,,,4021.08 ,,,,,,,
2012-12-31,1029.10 ,770.10 ,622.20 ,23.31 ,70.77 ,111.70 ,304.20 ,303.50 ,341211.00 ,4900.00 ,,,,,,,66099.00 ,,,,,443315.00 ,,6964.00 ,4048.77 ,4.60 ,32.91 ,292.77 ,311.73 ,768.48 ,83.70 ,39.70 
2013-01-04,,,,,,,,,,4920.00 ,,,,,,,,,,,,,,,4036.03 ,,,,,,,
2013-01-05,,,,,,,,,,4920.00 ,,,,,,,,,,,,,,,,,,,,,,
2013-01-06,,,,,,,,,,4920.00 ,,,,,,,,,,,,,,,,,,,,,,
2013-01-07,,,,,,,,,,4920.00 ,,,,,,,,,,,,,,,4121.07 ,,,,,,,
2013-01-08,,,,,,,,,,4950.00 ,,,,,,,,,,,,,,,4093.71 ,,,,,,,
2013-01-09,,,,,,,,,,4950.00 ,,,,,,,,,,,,,,,4091.90 ,,,,,,,
2013-01-10,,,,,,,,,,4970.00 ,4670.00 ,4580.00 ,,,,,,,,,,,,,4095.18 ,,,,,,,
2013-01-11,,,,,,,,,,4970.00 ,,,,,,,,,,,,,,,4073.93 ,,,,,,,
2013-01-14,,,,,,,,,,4970.00 ,,,,,,,,,,,,,,,4217.27 ,,,,,,,
2013-01-15,,,,,,,,,,4970.00 ,,,,,,,,,,,,,,,4246.25 ,,,,,,,
2013-01-16,,,,,,,,,,4970.00 ,,,,,,,,,,,,,,,4212.66 ,,,,,,,
2013-01-17,,,,,,,,,,4970.00 ,4700.00 ,4550.00 ,,,,,,,,,,,,,4205.73 ,,,,,,,
2013-01-18,,,,,,,,,,4970.00 ,,,,,,,,,,,,,,,4368.49 ,,,,,,,
2013-01-21,,,,,,,,,,4960.00 ,,,,,,,,,,,,,,,4413.68 ,,,,,,,
2013-01-22,,,,,,,,,,4960.00 ,,,,,,,,,,,,,,,4327.84 ,,,,,,,
2013-01-23,,,,,,,,,,4960.00 ,,,,,,,,,,,,,,,4341.44 ,,,,,,,
2013-01-24,,,,,,,,,,4960.00 ,4820.00 ,4700.00 ,,,,,,,,,,,,,4279.90 ,,,,,,,
2013-01-25,,,,,,,,,,4960.00 ,,,,,,,,,,,,,,,4291.40 ,,,,,,,
2013-01-28,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,4410.52 ,,,,,,,
2013-01-29,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,4441.97 ,,,,,,,
2013-01-30,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,4431.94 ,,,,,,,
2013-01-31,,736.00 ,594.90 ,22.39 ,66.88 ,100.50 ,352.20 ,239.50 ,350958.00 ,4980.00 ,4880.00 ,4750.00 ,,,,,69024.00 ,,,,,379971.00 ,,,4420.01 ,3.70 ,,305.00 ,350.70 ,757.70 ,92.80 ,46.00 
2013-02-01,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,4451.64 ,,,,,,,
2013-02-04,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,4387.52 ,,,,,,,
2013-02-05,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,4399.63 ,,,,,,,
2013-02-06,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,4381.86 ,,,,,,,
2013-02-07,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,4406.03 ,,,,,,,
2013-02-08,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,4484.76 ,,,,,,,
2013-02-16,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,,,,,,,,
2013-02-17,,,,,,,,,,4980.00 ,,,,,,,,,,,,,,,,,,,,,,
2013-02-18,,,,,,,,,,5020.00 ,,,,,,,,,,,,,,,4465.04 ,,,,,,,
2013-02-19,,,,,,,,,,5020.00 ,,,,,,,,,,,,,,,4371.03 ,,,,,,,
2013-02-20,,,,,,,,,,5020.00 ,,,,,,,,,,,,,,,4421.39 ,,,,,,,
2013-02-21,,,,,,,,,,5020.00 ,5050.00 ,4900.00 ,,,,,,,,,,,,,4334.55 ,,,,,,,
2013-02-22,,,,,,,,,,5020.00 ,,,,,,,,,,,,,,,4285.13 ,,,,,,,
2013-02-25,,,,,,,,,,5020.00 ,,,,,,,,,,,,,,,4338.93 ,,,,,,,
2013-02-26,,,,,,,,,,5020.00 ,,,,,,,,,,,,,,,4268.52 ,,,,,,,
2013-02-27,,,,,,,,,,5010.00 ,,,,,,,,,,,,,,,4293.60 ,,,,,,,
2013-02-28,769.00 ,515.90 ,374.70 ,16.46 ,42.08 ,83.70 ,328.60 ,225.90 ,298102.00 ,5000.00 ,5050.00 ,4900.00 ,,,,,45478.00 ,,,,,301867.00 ,,,4409.58 ,3.10 ,,254.00 ,258.60 ,708.40 ,84.60 ,35.50 
2013-03-01,,,,,,,,,,5000.00 ,,,,,,,,,,,,,,,4473.09 ,,,,,,,
2013-03-04,,,,,,,,,,5000.00 ,,,,,,,,,,,,,,,4300.56 ,,,,,,,
2013-03-05,,,,,,,,,,4950.00 ,,,,,,,,,,,,,,,4341.09 ,,,,,,,
2013-03-06,,,,,,,,,,4950.00 ,,,,,,,,,,,,,,,4340.03 ,,,,,,,
2013-03-07,,,,,,,,,,4950.00 ,5180.00 ,4860.00 ,,,,,,,,,,,,,4271.46 ,,,,,,,
2013-03-08,,,,,,,,,,4950.00 ,,,,,,,,,,,,,,,4284.18 ,,,,,,,
2013-03-11,,,,,,,,,,4930.00 ,,,,,,,,,,,,,,,4290.81 ,,,,,,,
2013-03-12,,,,,,,,,,4910.00 ,,,,,,,,,,,,,,,4212.00 ,,,,,,,
2013-03-13,,,,,,,,,,4880.00 ,,,,,,,,,,,,,,,4147.17 ,,,,,,,
2013-03-14,,,,,,,,,,4860.00 ,5180.00 ,4850.00 ,,,,,,,,,,,,,4192.48 ,,,,,,,
2013-03-15,,,,,,,,,,4860.00 ,,,,,,,,,,,,,,,4252.26 ,,,,,,,
2013-03-18,,,,,,,,,,4860.00 ,,,,,,,,,,,,,,,4207.15 ,,,,,,,
2013-03-19,,,,,,,,,,4900.00 ,,,,,,,,,,,,,,,4212.36 ,,,,,,,
2013-03-20,,,,,,,,,,5000.00 ,,,,,,,,,,,,,,,4345.80 ,,,,,,,
2013-03-21,,,,,,,,,,5050.00 ,5180.00 ,4810.00 ,,,,,,,,,,,,,4394.70 ,,,,,,,
2013-03-22,,,,,,,,,,5050.00 ,,,1276.00 ,,,,,,,,,,,,4413.05 ,,,,,,,
2013-03-25,,,,,,,,,,5050.00 ,,,1266.00 ,,,,,,,,,,,,4387.94 ,,,,,,,
2013-03-26,,,,,,,,,,5050.00 ,,,1265.00 ,,,,,,,,,,,,4377.39 ,,,,,,,
2013-03-27,,,,,,,,,,5050.00 ,,,1266.00 ,,,,,,,,,,,,4420.83 ,,,,,,,
2013-03-28,,,,,,,,,,5050.00 ,5180.00 ,4770.00 ,1263.00 ,,,,,,,,,,,,4367.20 ,,,,,,,
2013-03-29,,,,,,,,,,5050.00 ,,,1252.00 ,,,,,,,,,,,,4336.81 ,,,,,,,
2013-03-31,1605.70 ,898.80 ,653.10 ,26.18 ,52.81 ,125.20 ,350.00 ,323.60 ,319603.00 ,,,,,,,,69845.00 ,,,,,347598.00 ,,,,6.10 ,,283.40 ,248.00 ,652.60 ,92.30 ,34.30 
2013-04-01,,,,,,,,,,5000.00 ,,,1215.00 ,,,,,,,,,,,,4436.70 ,,,,,,,
2013-04-02,,,,,,,,,,5000.00 ,,,1209.00 ,,,,,,,,,,,,4465.91 ,,,,,,,
2013-04-03,,,,,,,,,,5000.00 ,,,1221.00 ,,,,,,,,,,,,4509.80 ,,,,,,,
2013-04-07,,,,,,,,,,4950.00 ,,,,,,,,,,,,,,,,,,,,,,
2013-04-08,,,,,,,,,,4950.00 ,,,1211.00 ,,,,,,,,,,,,4603.78 ,,,,,,,
2013-04-09,,,,,,,,,,5000.00 ,,,1223.00 ,,,,,,,,,,,,4622.74 ,,,,,,,
2013-04-10,,,,,,,,,,5020.00 ,,,1218.00 ,,,,,,,,,,,,4499.97 ,,,,,,,
