指标名称,唐山钢厂:高炉开工率,螺纹钢:主要钢厂开工率:全国,产量:火电:当月值,产量:水电:当月值,焦炭平均库存可用天数:国内大中型钢厂,煤炭库存:6大发电集团:合计,价格:普通水泥:42.5级袋装:北京,场存量:煤炭:秦皇岛港,价格:螺纹钢:HRB400 20mm:郑州,成交金额:上海:螺纹钢:当月值,山西原煤产量:合计:当月值,陕西原煤产量:合计:当月值,河南原煤产量:合计:当月值,内蒙古原煤产量:合计:当月值,欧洲ARA港动力煤现货价,进口数量:动力煤:当月值,煤炭运价:秦皇岛港-上海/乍浦:4-5万吨
2010/12/23,0,0,0,0,0,949.94,0,747.9,4830,,,,,,,,
2010/12/24,77.27,0,0,0,0,975.35,445,759.8,4810,,,,,,126.31,,
2010/12/25,0,0,0,0,0,961.7,0,751.9,,,,,,,,,
2010/12/26,0,0,0,0,0,956.4,0,739.1,,,,,,,,,
2010/12/27,0,0,0,0,0,936.76,0,732.1,4810,,,,,,,,
2010/12/28,0,0,0,0,0,959.7,0,717,4810,,,,,,,,
2010/12/29,0,0,0,0,0,989.01,0,712.4,4790,,,,,,,,
2010/12/30,0,0,0,0,0,945.15,0,710.1,4790,,,,,,,,
2010/12/31,82.71,0,3040.9,472.3,0,951.16,445,703.3,4790,6197.38,7139.41,3257.99,,8400,131.05,4378695.71,
2011/1/1,0,0,0,0,0,943.88,0,699.8,,,,,,,,,
2011/1/2,0,0,0,0,0,949.4,0,705.1,,,,,,,,,
2011/1/3,0,0,0,0,0,916.3,0,704.9,,,,,,,,,
2011/1/4,0,0,0,0,0,905.12,0,699.8,4790,,,,,,,,
2011/1/5,0,0,0,0,0,961.9,0,702.1,4790,,,,,,,,
2011/1/6,0,0,0,0,0,937.3,0,699,4790,,,,,,,,
2011/1/7,84.96,0,0,0,0,920.5,445,691.6,4790,,,,,,129.5,,
2011/1/8,0,0,0,0,0,919.52,0,688.7,,,,,,,,,
2011/1/9,0,0,0,0,0,913.1,0,692.7,,,,,,,,,
2011/1/10,0,0,0,0,0,908.9,0,697.8,4790,,,,,,,,
2011/1/11,0,0,0,0,0,898.55,0,695.4,4790,,,,,,,,
2011/1/12,0,0,0,0,0,914.1,0,703.8,4790,,,,,,,,
2011/1/13,0,0,0,0,0,903.2,0,698,4790,,,,,,,,
2011/1/14,85.71,0,0,0,0,888.1,445,697.4,4790,,,,,,129.56,,
2011/1/15,0,0,0,0,0,874.5,0,706.6,,,,,,,,,
2011/1/16,0,0,0,0,0,869.4,0,703.7,,,,,,,,,
2011/1/17,0,0,0,0,0,869.6,0,709.9,4810,,,,,,,,
2011/1/18,0,0,0,0,0,851.8,0,715.5,4820,,,,,,,,
2011/1/19,0,0,0,0,0,855.43,0,712,4820,,,,,,,,
2011/1/20,0,0,0,0,0,852.53,0,711.7,4840,,,,,,,,
2011/1/21,87.02,0,0,0,0,831.64,445,712.1,4840,,,,,,123.27,,
2011/1/22,0,0,0,0,0,826.91,0,709.6,,,,,,,,,
2011/1/23,0,0,0,0,0,843.2,0,707.4,,,,,,,,,
2011/1/24,0,0,0,0,0,845.49,0,703.7,4870,,,,,,,,
2011/1/25,0,0,0,0,0,859.7,0,700.2,4900,,,,,,,,
2011/1/26,0,0,0,0,0,826.7,0,703.5,4920,,,,,,,,
2011/1/27,0,0,0,0,0,823.4,0,700.2,4920,,,,,,,,
2011/1/28,88.46,0,0,0,0,829.3,445,690,4920,,,,,,123.27,,
2011/1/29,0,0,0,0,0,846.6,0,691.1,,,,,,,,,
2011/1/30,0,0,0,0,0,862.8,0,685.6,4920,,,,,,,,
2011/1/31,0,0,3113.3,398.43,0,886.8,0,685.3,4920,1730.36,5816.83,,1246.74,6960,,3683874.65,
2011/2/1,0,0,0,0,0,891.6,0,677.5,,,,,,,,,
2011/2/2,0,0,0,0,0,870.2,0,680.8,,,,,,,,,
2011/2/3,0,0,0,0,0,906.01,0,713.6,,,,,,,,,
2011/2/4,0,0,0,0,0,875,445,776.9,,,,,,,122.48,,
2011/2/5,0,0,0,0,0,882.7,0,785.1,,,,,,,,,
2011/2/6,0,0,0,0,0,900.2,0,776.9,,,,,,,,,
2011/2/7,0,0,0,0,0,917.3,0,772.8,,,,,,,,,
2011/2/8,0,0,0,0,0,882.2,0,773,,,,,,,,,
2011/2/9,0,0,0,0,0,945.8,0,773.7,4950,,,,,,,,
2011/2/10,0,0,0,0,0,956.2,0,776.2,4990,,,,,,,,
2011/2/11,90,0,0,0,0,1027.3,445,751.5,5010,,,,,,118.03,,
2011/2/12,0,0,0,0,0,1060.17,0,747.7,5040,,,,,,,,
2011/2/13,0,0,0,0,0,1075.43,0,743.2,,,,,,,,,
2011/2/14,0,0,0,0,0,1060.8,0,737.5,5040,,,,,,,,
2011/2/15,0,0,0,0,0,1110.1,0,728,5040,,,,,,,,
2011/2/16,0,0,0,0,0,1096.8,0,749.2,5020,,,,,,,,
2011/2/17,0,0,0,0,0,1071.7,0,753.5,5010,,,,,,,,
2011/2/18,90.77,0,0,0,0,1070.05,445,741.8,5010,,,,,,116.88,,
2011/2/19,0,0,0,0,0,1075.4,0,754.6,,,,,,,,,
2011/2/20,0,0,0,0,0,1070.91,0,743.6,,,,,,,,,
2011/2/21,0,0,0,0,0,1068.5,0,746.7,5010,,,,,,,,
2011/2/22,0,0,0,0,0,1126.5,0,804.2,5010,,,,,,,,
2011/2/23,0,0,0,0,0,1082.1,0,831.5,4990,,,,,,,,
2011/2/24,0,0,0,0,0,1085.1,0,825.9,4970,,,,,,,,
2011/2/25,90,0,0,0,0,1079.6,445,824.9,4940,,,,,,119.61,,
2011/2/26,0,0,0,0,0,1078.1,0,822.7,,,,,,,,,
2011/2/27,0,0,0,0,0,1070.5,0,809,,,,,,,,,
2011/2/28,0,0,2624,325.4,0,1065.93,0,845.5,4890,1916.64,5392.94,3184.92,1839.45,4580,,1714233.39,
2011/3/1,0,0,0,0,0,1044.52,0,847.9,4870,,,,,,,,
2011/3/2,0,0,0,0,0,1043.08,0,840.5,4840,,,,,,,,
2011/3/3,0,0,0,0,0,1024.71,0,844.8,4840,,,,,,,,
2011/3/4,90.08,0,0,0,0,1038.4,445,839.8,4840,,,,,,120.49,,
2011/3/5,0,0,0,0,0,1019,0,833.9,,,,,,,,,
2011/3/6,0,0,0,0,0,1000.8,0,839.2,,,,,,,,,
2011/3/7,0,0,0,0,0,996.87,0,837.3,4800,,,,,,,,
2011/3/8,0,0,0,0,0,980.81,0,820.8,4770,,,,,,,,
2011/3/9,0,0,0,0,0,972.1,0,819.2,4730,,,,,,,,
2011/3/10,0,0,0,0,0,996.17,0,813.4,4710,,,,,,,,
2011/3/11,90.08,0,0,0,0,997.97,445,804,4690,,,,,,123.35,,
2011/3/12,0,0,0,0,0,985.5,0,790.8,,,,,,,,,
2011/3/13,0,0,0,0,0,974.24,0,783.4,,,,,,,,,
2011/3/14,0,0,0,0,0,961.6,0,784.9,4670,,,,,,,,
2011/3/15,0,0,0,0,0,972.65,0,789.8,4670,,,,,,,,
2011/3/16,0,0,0,0,0,961.95,0,779.6,4720,,,,,,,,
2011/3/17,0,0,0,0,0,932.45,0,775,4780,,,,,,,,
2011/3/18,89.31,0,0,0,0,926.26,445,763.2,4780,,,,,,127.74,,
2011/3/19,0,0,0,0,0,916.67,0,785,,,,,,,,,
2011/3/20,0,0,0,0,0,918.5,0,778.3,,,,,,,,,
2011/3/21,0,0,0,0,0,896.8,0,765.2,4750,,,,,,,,
2011/3/22,0,0,0,0,0,900.5,0,764.7,4730,,,,,,,,
2011/3/23,0,0,0,0,0,920.4,0,757.1,4720,,,,,,,,
2011/3/24,0,0,0,0,0,913.6,0,745.4,4720,,,,,,,,
2011/3/25,90.84,0,0,0,0,894,445,738,4720,,,,,,128.98,,
2011/3/26,0,0,0,0,0,894.5,0,736.8,,,,,,,,,
2011/3/27,0,0,0,0,0,889.25,0,734.3,,,,,,,,,
2011/3/28,0,0,0,0,0,872.08,0,736,4770,,,,,,,,
2011/3/29,0,0,0,0,0,902.53,0,734.1,4780,,,,,,,,
2011/3/30,0,0,0,0,0,915.01,0,735,4800,,,,,,,,
2011/3/31,0,0,3232.4,411.6,0,917.1,0,731.6,4840,4887.89,7203.28,5261.42,1705.66,8020,,1741149.28,
2011/4/1,91.6,0,0,0,0,904.06,545,728.2,4840,,,,,,127.25,,
2011/4/2,0,0,0,0,0,917.98,0,734.3,4840,,,,,,,,
2011/4/3,0,0,0,0,0,912.64,0,718.5,,,,,,,,,
2011/4/4,0,0,0,0,0,909.5,0,702,,,,,,,,,
2011/4/5,0,0,0,0,0,938.8,0,683.5,,,,,,,,,
2011/4/6,0,0,0,0,0,927.58,0,671,4860,,,,,,,,
2011/4/7,0,0,0,0,0,892,0,662,4890,,,,,,,,
2011/4/8,92.37,0,0,0,0,910.62,545,646,4900,,,,,,129.43,,
2011/4/9,0,0,0,0,0,895.5,0,643,,,,,,,,,
2011/4/10,0,0,0,0,0,887.16,0,636,,,,,,,,,
2011/4/11,0,0,0,0,0,888.5,0,634,4990,,,,,,,,
2011/4/12,0,0,0,0,0,903.23,0,631.6,4990,,,,,,,,
2011/4/13,0,0,0,0,0,886.86,0,624.7,4990,,,,,,,,
2011/4/14,0,0,0,0,0,904.35,0,611.8,4990,,,,,,,,
2011/4/15,91.67,0,0,0,0,885.21,545,592.9,4990,,,,,,128.35,,
2011/4/16,0,0,0,0,0,900.3,0,576.1,,,,,,,,,
2011/4/17,0,0,0,0,0,906.36,0,579,,,,,,,,,
2011/4/18,0,0,0,0,0,915.38,0,581,4970,,,,,,,,
2011/4/19,0,0,0,0,0,896.62,0,599.5,4940,,,,,,,,
2011/4/20,0,0,0,0,0,902.92,0,594,4940,,,,,,,,
2011/4/21,0,0,0,0,0,889.48,0,584.6,4960,,,,,,,,
2011/4/22,93.89,0,0,0,0,889.93,545,575.2,4970,,,,,,127.52,,
2011/4/23,0,0,0,0,0,882.48,0,569.1,,,,,,,,,
2011/4/24,0,0,0,0,0,872.6,0,558.3,,,,,,,,,
2011/4/25,0,0,0,0,0,861.09,0,553.8,5020,,,,,,,,
2011/4/26,0,0,0,0,0,887.91,0,545,5060,,,,,,,,
2011/4/27,0,0,0,0,0,885.01,0,534.8,5060,,,,,,,,
2011/4/28,0,0,0,0,0,894.31,0,529.5,5060,,,,,,,,
2011/4/29,93.13,0,0,0,0,873.51,545,512.2,5080,,,,,,127.55,,
2011/4/30,0,0,3070.4,421,0,880.87,0,490,,3333.44,7143.09,3444.64,1605.59,8300,,1753453.44,
2011/5/1,0,0,0,0,0,870.3,0,489.7,,,,,,,,,
2011/5/2,0,0,0,0,0,873,0,487.1,,,,,,,,,
2011/5/3,0,0,0,0,0,886.8,0,488.3,5150,,,,,,,,
2011/5/4,0,0,0,0,0,914.69,0,494.6,5200,,,,,,,,
2011/5/5,0,0,0,0,0,896.3,0,521,5200,,,,,,,,
2011/5/6,93.89,0,0,0,0,917.2,545,562.6,5200,,,,,,127.19,,
2011/5/7,0,0,0,0,0,899.31,0,582.1,,,,,,,,,
2011/5/8,0,0,0,0,0,914,0,580.7,,,,,,,,,
2011/5/9,0,0,0,0,0,891.5,0,579.1,5170,,,,,,,,
2011/5/10,0,0,0,0,0,907.6,0,591.3,5170,,,,,,,,
2011/5/11,0,0,0,0,0,896.3,0,591.8,5170,,,,,,,,
2011/5/12,0,0,0,0,0,877.3,0,594.1,5170,,,,,,,,
2011/5/13,94.66,0,0,0,0,876.63,545,591.5,5170,,,,,,121.58,,
2011/5/14,0,0,0,0,0,889.9,0,588.7,,,,,,,,,
2011/5/15,0,0,0,0,0,883.52,0,587,,,,,,,,,
2011/5/16,0,0,0,0,0,884.2,0,586.2,5170,,,,,,,,
2011/5/17,0,0,0,0,0,919,0,586.2,5170,,,,,,,,
2011/5/18,0,0,0,0,0,935.5,0,588.4,5170,,,,,,,,
2011/5/19,0,0,0,0,0,935.8,0,587.1,5170,,,,,,,,
2011/5/20,94.66,0,0,0,0,961.3,545,589,5170,,,,,,121.94,,
2011/5/21,0,0,0,0,0,957.2,0,583.9,,,,,,,,,
2011/5/22,0,0,0,0,0,948.04,0,578.8,,,,,,,,,
2011/5/23,0,0,0,0,0,914.7,0,579.9,5170,,,,,,,,
2011/5/24,0,0,0,0,0,964.5,0,594.5,5170,,,,,,,,
2011/5/25,0,0,0,0,0,965.3,0,593,5170,,,,,,,,
2011/5/26,0,0,0,0,0,995.4,0,587.5,5140,,,,,,,,
2011/5/27,93.8,0,0,0,0,1003.3,520,575.6,5120,,,,,,120.27,,
2011/5/28,0,0,0,0,0,994.51,0,575.5,,,,,,,,,
2011/5/29,0,0,0,0,0,990,0,572.8,,,,,,,,,
2011/5/30,0,0,0,0,0,976.5,0,572.5,5120,,,,,,,,
2011/5/31,0,0,3087,511.4,0,1039.9,0,570.5,5120,3519.32,7332.85,3499.89,1623.16,8240,,3442866.82,
2011/6/1,0,0,0,0,0,1046.71,0,567.6,5120,,,,,,,,
2011/6/2,0,0,0,0,0,1032.41,0,575.9,5120,,,,,,,,
2011/6/3,93.8,0,0,0,0,1048.53,520,567.6,5120,,,,,,121.54,,
2011/6/4,0,0,0,0,0,1037.14,0,599.7,,,,,,,,,
2011/6/5,0,0,0,0,0,1042.2,0,598.5,,,,,,,,,
2011/6/6,0,0,0,0,0,1031.36,0,589.3,,,,,,,,,
2011/6/7,0,0,0,0,0,1030.49,0,608.4,5120,,,,,,,,
2011/6/8,0,0,0,0,0,1067.31,0,616.6,5140,,,,,,,,
2011/6/9,0,0,0,0,0,1085.74,0,610.5,5140,,,,,,,,
2011/6/10,94.57,0,0,0,0,1070.4,500,594.5,5140,,,,,,124.15,,
2011/6/11,0,0,0,0,0,1093.51,0,586,,,,,,,,,
2011/6/12,0,0,0,0,0,1071.9,0,574.1,,,,,,,,,
2011/6/13,0,0,0,0,0,1065.31,0,572,5140,,,,,,,,
2011/6/14,0,0,0,0,0,1068.95,0,572,5140,,,,,,,,
2011/6/15,0,0,0,0,0,1072.06,0,577,5120,,,,,,,,
2011/6/16,0,0,0,0,0,1095.57,0,557.2,5110,,,,,,,,
2011/6/17,95.49,0,0,0,0,1102.1,500,557.6,5110,,,,,,124.37,,
2011/6/18,0,0,0,0,0,1119.04,0,553.5,,,,,,,,,
2011/6/19,0,0,0,0,0,1116.79,0,580.5,,,,,,,,,
2011/6/20,0,0,0,0,0,1094.06,0,594.5,5100,,,,,,,,
2011/6/21,0,0,0,0,0,1140.24,0,629,5060,,,,,,,,
2011/6/22,0,0,0,0,0,1146.65,0,687.5,5050,,,,,,,,
2011/6/23,0,0,0,0,0,1152.11,0,712.4,5050,,,,,,,,
2011/6/24,93.23,0,0,0,0,1161.42,470,711,5010,,,,,,121.12,,
2011/6/25,0,0,0,0,0,1147.1,0,708,,,,,,,,,
2011/6/26,0,0,0,0,0,1139.1,0,703.5,,,,,,,,,
2011/6/27,0,0,0,0,0,1118.47,0,702.5,4970,,,,,,,,
2011/6/28,0,0,0,0,0,1161.82,0,698.5,4960,,,,,,,,
2011/6/29,0,0,0,0,0,1152.41,0,702.1,4960,,,,,,,,
2011/6/30,0,0,3127.5,664.1,0,1139.43,0,731,4960,2291.19,7815.31,3600.17,1380.7,8150,,3357707.06,
2011/7/1,91.79,0,0,0,0,1154.6,470,769.7,4960,,,,,,122.1,,
2011/7/2,0,0,0,0,0,1199.8,0,765,,,,,,,,,
2011/7/3,0,0,0,0,0,1152.01,0,788.2,,,,,,,,,
2011/7/4,0,0,0,0,0,1191.4,0,774,4950,,,,,,,,
2011/7/5,0,0,0,0,0,1203.6,0,759,4950,,,,,,,,
2011/7/6,0,0,0,0,0,1196.2,0,752,4950,,,,,,,,
2011/7/7,0,0,0,0,0,1206.6,0,739.5,4950,,,,,,,,
2011/7/8,93.33,0,0,0,0,1183.1,470,736.8,4950,,,,,,124.19,,
2011/7/9,0,0,0,0,0,1175.8,0,734,,,,,,,,,
2011/7/10,0,0,0,0,0,1180.82,0,731.6,,,,,,,,,
2011/7/11,0,0,0,0,0,1183.7,0,739.7,4950,,,,,,,,
2011/7/12,0,0,0,0,0,1192,0,733.8,4980,,,,,,,,
2011/7/13,0,0,0,0,0,1196.3,0,732.3,5000,,,,,,,,
2011/7/14,0,0,0,0,0,1190.7,0,729,5000,,,,,,,,
2011/7/15,94.85,0,0,0,0,1190.7,470,720.2,5000,,,,,,122.66,,
2011/7/16,0,0,0,0,0,1182.3,0,709,,,,,,,,,
2011/7/17,0,0,0,0,0,1181.56,0,702.8,,,,,,,,,
2011/7/18,0,0,0,0,0,1173.6,0,695.2,5000,,,,,,,,
2011/7/19,0,0,0,0,0,1209.7,0,699.5,5000,,,,,,,,
2011/7/20,0,0,0,0,0,1218.5,0,697.2,5000,,,,,,,,
2011/7/21,0,0,0,0,0,1222.3,0,684.7,5000,,,,,,,,
2011/7/22,94.12,0,0,0,0,1249.1,470,689.7,5000,,,,,,123.44,,
2011/7/23,0,0,0,0,0,1250.7,0,699.5,,,,,,,,,
2011/7/24,0,0,0,0,0,1245.5,0,698.8,,,,,,,,,
2011/7/25,0,0,0,0,0,1235.9,0,709.5,5020,,,,,,,,
2011/7/26,0,0,0,0,0,1251.2,0,719.5,5020,,,,,,,,
2011/7/27,0,0,0,0,0,1252.3,0,729.5,5020,,,,,,,,
2011/7/28,0,0,0,0,0,1236.24,0,741.5,5020,,,,,,,,
2011/7/29,94.85,0,0,0,0,1216.6,470,755.1,5020,,,,,,125.06,,
2011/7/30,0,0,0,0,0,1197.9,0,758.2,,,,,,,,,
2011/7/31,0,0,3392,698.3,0,1190.62,0,779.3,,1846.73,7299.67,3210.48,1685.03,9397.91,,4992927.9,
2011/8/1,0,0,0,0,0,1181.24,0,789.5,5020,,,,,,,,
2011/8/2,0,0,0,0,0,1215.21,0,819.5,5040,,,,,,,,
2011/8/3,0,0,0,0,0,1225.5,0,818,5040,,,,,,,,
2011/8/4,0,0,0,0,0,1240.94,0,813.5,5050,,,,,,,,35
2011/8/5,94.12,0,0,0,0,1253.62,470,799,5050,,,,,,126.14,,
2011/8/6,0,0,0,0,0,1220.41,0,789.1,,,,,,,,,
2011/8/7,0,0,0,0,0,1176.5,0,779.7,,,,,,,,,
2011/8/8,0,0,0,0,0,1177.04,0,774.8,5030,,,,,,,,
2011/8/9,0,0,0,0,0,1160.86,0,764.5,5030,,,,,,,,
2011/8/10,0,0,0,0,0,1145.68,0,766.5,5030,,,,,,,,
2011/8/11,0,0,0,0,0,1122.9,0,746.5,5030,,,,,,,,35
2011/8/12,94.12,0,0,0,0,1116.7,470,763.3,5030,,,,,,125.36,,
2011/8/13,0,0,0,0,0,1104.98,0,767.7,,,,,,,,,
2011/8/14,0,0,0,0,0,1115.7,0,760,,,,,,,,,
2011/8/15,0,0,0,0,0,1109.04,0,751.6,5030,,,,,,,,
2011/8/16,0,0,0,0,0,1106.55,0,745,5030,,,,,,,,
2011/8/17,0,0,0,0,0,1118.42,0,741.5,5030,,,,,,,,
2011/8/18,0,0,0,0,0,1135.51,0,732.6,5030,,,,,,,,44
2011/8/19,94.85,0,0,0,20,1137.85,470,725.1,5030,,,,,,123.89,,
2011/8/20,0,0,0,0,0,1117.06,0,718.5,,,,,,,,,
2011/8/21,0,0,0,0,0,1130.5,0,712.5,,,,,,,,,
2011/8/22,0,0,0,0,0,1108.69,0,717,5030,,,,,,,,
2011/8/23,0,0,0,0,0,1124.95,0,718.1,5020,,,,,,,,
2011/8/24,0,0,0,0,0,1133.75,0,721,5010,,,,,,,,
2011/8/25,0,0,0,0,0,1171.43,0,724,5010,,,,,,,,45
2011/8/26,93.43,0,0,0,19,1176.6,470,717,5010,,,,,,123.86,,45
2011/8/27,0,0,0,0,0,1159.61,0,716,,,,,,,,,
2011/8/28,0,0,0,0,0,1152.1,0,716.5,,,,,,,,,
2011/8/29,0,0,0,0,0,1148.12,0,714,5010,,,,,,,,
2011/8/30,0,0,0,0,0,1172.5,0,715.6,5010,,,,,,,,
2011/8/31,0,0,3457.7,656.1,0,1188.97,0,717,5010,2100.03,7555.21,3190.07,1513.49,7552.09,,5609108.83,
2011/9/1,0,0,0,0,0,1171.96,0,729.8,5010,,,,,,,,
2011/9/2,93.43,0,0,0,19,1186.2,470,728.7,5010,,,,,,125.37,,45
2011/9/3,0,0,0,0,0,1185.4,0,729.6,,,,,,,,,
2011/9/4,0,0,0,0,0,1178.29,0,728,,,,,,,,,
2011/9/5,0,0,0,0,0,1173.1,0,723.7,5010,,,,,,,,
2011/9/6,0,0,0,0,0,1200.3,0,714.3,5010,,,,,,,,
2011/9/7,0,0,0,0,0,1182.5,0,715,5010,,,,,,,,
2011/9/8,0,0,0,0,0,1179,0,699.6,5010,,,,,,,,
2011/9/9,94.16,0,0,0,19,1186.6,470,695.8,5010,,,,,,126.33,,
2011/9/10,0,0,0,0,0,1185,0,685.6,,,,,,,,,
2011/9/11,0,0,0,0,0,1190.2,0,667.6,,,,,,,,,
2011/9/12,0,0,0,0,0,1194.9,0,656.3,,,,,,,,,
2011/9/13,0,0,0,0,0,1178.8,0,660.4,5010,,,,,,,,
2011/9/14,0,0,0,0,0,1195.1,0,665,5000,,,,,,,,
2011/9/15,0,0,0,0,0,1211.75,0,673.9,4970,,,,,,,,
2011/9/16,94.16,0,0,0,20,1203.9,470,672.5,4970,,,,,,122.18,,49
2011/9/17,0,0,0,0,0,1260.2,0,681,,,,,,,,,
2011/9/18,0,0,0,0,0,1178.6,0,703.8,,,,,,,,,
2011/9/19,0,0,0,0,0,1179.6,0,710,4940,,,,,,,,
2011/9/20,0,0,0,0,0,1185.3,0,708.8,4880,,,,,,,,
2011/9/21,0,0,0,0,0,1195.9,0,687.3,4860,,,,,,,,
2011/9/22,0,0,0,0,0,1190.04,0,659.7,4840,,,,,,,,
2011/9/23,93.43,0,0,0,20,1198.3,440,639.5,4820,,,,,,122.23,,
2011/9/24,0,0,0,0,0,1207.9,0,615.3,,,,,,,,,
2011/9/25,0,0,0,0,0,1206.7,0,585.3,,,,,,,,,
2011/9/26,0,0,0,0,0,1194.8,0,552,4740,,,,,,,,
2011/9/27,0,0,0,0,0,1231.5,0,523.9,4660,,,,,,,,
2011/9/28,0,0,0,0,0,1250.4,0,497.6,4660,,,,,,,,
2011/9/29,0,0,0,0,0,1285.95,0,469.7,4660,,,,,,,,
2011/9/30,0,0,3146.4,568.5,0,1243.6,440,448.7,4620,2143.17,7316.5,4475.84,1525.93,9100,121.34,6868397.95,
2011/10/1,0,0,0,0,0,1230.35,0,445.7,,,,,,,,,
2011/10/2,0,0,0,0,0,1230,0,432.7,,,,,,,,,
2011/10/3,0,0,0,0,0,1244.2,0,410.5,,,,,,,,,
2011/10/4,0,0,0,0,0,1221.45,0,397.2,,,,,,,,,
2011/10/5,0,0,0,0,0,1208.78,0,395,,,,,,,,,
2011/10/6,0,0,0,0,0,1209,0,400.5,,,,,,,,,
2011/10/7,91.97,0,0,0,20,1188.2,440,404.7,,,,,,,121.47,,
2011/10/8,0,0,0,0,0,1192.9,0,410.6,4590,,,,,,,,
2011/10/9,0,0,0,0,0,1216.56,0,439,4570,,,,,,,,
2011/10/10,0,0,0,0,0,1229.3,0,457,4570,,,,,,,,
2011/10/11,0,0,0,0,0,1220.53,0,453.5,4570,,,,,,,,
2011/10/12,0,0,0,0,0,1253.17,0,451.3,4550,,,,,,,,
2011/10/13,0,0,0,0,0,1252.05,0,459.3,4530,,,,,,,,
2011/10/14,91.24,0,0,0,19,1243.33,440,462.2,4520,,,,,,119.45,,
2011/10/15,0,0,0,0,0,1240.15,0,473,,,,,,,,,
2011/10/16,0,0,0,0,0,1226.95,0,485.5,,,,,,,,,
2011/10/17,0,0,0,0,0,1239.77,0,491.3,4500,,,,,,,,
2011/10/18,0,0,0,0,0,1257.17,0,489.7,4440,,,,,,,,
2011/10/19,0,0,0,0,0,1258.9,0,492.7,4400,,,,,,,,
2011/10/20,0,0,0,0,0,1264.58,0,496.7,4380,,,,,,,,
2011/10/21,85.4,0,0,0,18,1261.31,440,499.6,4380,,,,,,118.53,,
2011/10/22,0,0,0,0,0,1265.4,0,495,,,,,,,,,
2011/10/23,0,0,0,0,0,1250.14,0,488.5,,,,,,,,,
2011/10/24,0,0,0,0,0,1245.92,0,539.8,4280,,,,,,,,
2011/10/25,0,0,0,0,0,1284.08,0,563.5,4280,,,,,,,,
2011/10/26,0,0,0,0,0,1268.15,0,548.9,4280,,,,,,,,
2011/10/27,0,0,0,0,0,1281.3,0,540,4280,,,,,,,,
2011/10/28,81.75,0,0,0,18,1307.46,440,545.9,4280,,,,,,118.52,,
2011/10/29,0,0,0,0,0,1299.69,0,546.4,,,,,,,,,
2011/10/30,0,0,0,0,0,1286.2,0,553.7,,,,,,,,,
2011/10/31,0,0,2990.3,501.2,0,1277.45,0,553.9,4420,4946.66,7564.38,3497.98,1576,10400,,4392013.8,
2011/11/1,0,0,0,0,0,1325.1,0,569.5,4430,,,,,,,,
2011/11/2,0,0,0,0,0,1314.8,0,575.6,4430,,,,,,,,
2011/11/3,0,0,0,0,0,1358.4,0,580.1,4430,,,,,,,,
2011/11/4,87.59,0,0,0,19,1356.8,440,572.5,4400,,,,,,117.83,,
2011/11/5,0,0,0,0,0,1342.92,0,571.5,,,,,,,,,
2011/11/6,0,0,0,0,0,1347.9,0,611.5,,,,,,,,,
2011/11/7,0,0,0,0,0,1305.1,0,627,4400,,,,,,,,
2011/11/8,0,0,0,0,0,1286.6,0,617.9,4400,,,,,,,,
2011/11/9,0,0,0,0,0,1283.6,0,605.5,4420,,,,,,,,
2011/11/10,0,0,0,0,0,1291.6,0,596.6,4450,,,,,,,,
2011/11/11,89.05,0,0,0,18,1295.1,420,590.5,4420,,,,,,116.79,,
2011/11/12,0,0,0,0,0,1296.6,0,586.5,,,,,,,,,
2011/11/13,0,0,0,0,0,1302.67,0,582.3,,,,,,,,,
2011/11/14,0,0,0,0,0,1297,0,587,4420,,,,,,,,
2011/11/15,0,0,0,0,0,1326.4,0,594,4440,,,,,,,,
2011/11/16,0,0,0,0,0,1333.14,0,598.5,4460,,,,,,,,
2011/11/17,0,0,0,0,0,1329.1,0,627,4480,,,,,,,,
2011/11/18,92.7,0,0,0,17,1332.8,420,651,4500,,,,,,115.07,,
2011/11/19,0,0,0,0,0,1346.72,0,675.5,,,,,,,,,
2011/11/20,0,0,0,0,0,1335.7,0,687,,,,,,,,,
2011/11/21,0,0,0,0,0,1322.1,0,679,4480,,,,,,,,
2011/11/22,0,0,0,0,0,1316.9,0,663.9,4460,,,,,,,,
2011/11/23,0,0,0,0,0,1340.5,0,674.5,4460,,,,,,,,
2011/11/24,0,0,0,0,0,1328.4,0,671.5,4460,,,,,,,,
2011/11/25,92.75,0,0,0,17,1386.8,420,659,4440,,,,,,112.18,,34
2011/11/26,0,0,0,0,0,0,0,650.5,,,,,,,,,
2011/11/27,0,0,0,0,0,1324.5,0,655.5,,,,,,,,,
2011/11/28,0,0,0,0,0,1328.2,0,659.5,4440,,,,,,,,
2011/11/29,0,0,0,0,0,1350.8,0,706.5,4440,,,,,,,,
2011/11/30,0,0,3063.2,493.5,0,1369.4,0,742.1,4440,5598.99,8076.4,3006.08,1486.48,9200,,8560324.61,
2011/12/1,0,0,0,0,0,1367.28,0,745.6,4440,,,,,,,,
2011/12/2,92.03,0,0,0,17,1378.47,420,748.7,4440,,,,,,111.6,,35
2011/12/3,0,0,0,0,0,1361.65,0,744.3,,,,,,,,,
2011/12/4,0,0,0,0,0,1369.4,0,726.8,,,,,,,,,
2011/12/5,0,0,0,0,0,1366.2,0,722.5,4440,,,,,,,,
2011/12/6,0,0,0,0,0,1358.4,0,725,4430,,,,,,,,
2011/12/7,0,0,0,0,0,1350.61,0,726,4430,,,,,,,,
