指标名称,水泥价格指数:全国,房地产开发投资完成额:累计值,水泥:产量:累计值,水泥:销量:累计值,水泥:库存比年初增长,产量:水泥:北京:当月值,产量:水泥:天津:当月值,产量:水泥:河北:当月值,产量:水泥:山西:当月值,产量:水泥:内蒙古:当月值,产量:水泥:辽宁:当月值,产量:水泥:吉林:当月值,产量:水泥:黑龙江:当月值,产量:水泥:上海:当月值,产量:水泥:江苏:当月值,产量:水泥:浙江:当月值,产量:水泥:安徽:当月值,产量:水泥:福建:当月值,产量:水泥:江西:当月值,产量:水泥:山东:当月值,产量:水泥:河南:当月值,产量:水泥:湖北:当月值,产量:水泥:湖南:当月值,产量:水泥:广东:当月值,产量:水泥:广西:当月值,产量:水泥:海南:当月值,产量:水泥:重庆:当月值,产量:水泥:四川:当月值,产量:水泥:贵州:当月值,产量:水泥:云南:当月值,产量:水泥:西藏:当月值,产量:水泥:陕西:当月值,产量:水泥:甘肃:当月值,产量:水泥:青海:当月值,产量:水泥:宁夏:当月值,产量:水泥:新疆:当月值,产量:水泥熟料:北京:当月值,产量:水泥熟料:天津:当月值,产量:水泥熟料:河北:当月值,产量:水泥熟料:山西:当月值,产量:水泥熟料:内蒙古:当月值,产量:水泥熟料:辽宁:当月值,产量:水泥熟料:吉林:当月值,产量:水泥熟料:黑龙江:当月值,产量:水泥熟料:上海:当月值,产量:水泥熟料:江苏:当月值,产量:水泥熟料:浙江:当月值,产量:水泥熟料:安徽:当月值,产量:水泥熟料:福建:当月值,产量:水泥熟料:江西:当月值,产量:水泥熟料:山东:当月值,产量:水泥熟料:河南:当月值,产量:水泥熟料:湖北:当月值,产量:水泥熟料:湖南:当月值,产量:水泥熟料:广东:当月值,产量:水泥熟料:广西:当月值,产量:水泥熟料:海南:当月值,产量:水泥熟料:重庆:当月值,产量:水泥熟料:四川:当月值,产量:水泥熟料:贵州:当月值,产量:水泥熟料:云南:当月值,产量:水泥熟料:西藏:当月值,产量:水泥熟料:陕西:当月值,产量:水泥熟料:甘肃:当月值,产量:水泥熟料:青海:当月值,产量:水泥熟料:宁夏:当月值,产量:水泥熟料:新疆:当月值,产量:窑外分解窑水泥熟料:北京:当月值,产量:窑外分解窑水泥熟料:天津:当月值,产量:窑外分解窑水泥熟料:河北:当月值,产量:窑外分解窑水泥熟料:山西:当月值,产量:窑外分解窑水泥熟料:内蒙古:当月值,产量:窑外分解窑水泥熟料:辽宁:当月值,产量:窑外分解窑水泥熟料:吉林:当月值,产量:窑外分解窑水泥熟料:黑龙江:当月值,产量:窑外分解窑水泥熟料:上海:当月值,产量:窑外分解窑水泥熟料:江苏:当月值,产量:窑外分解窑水泥熟料:浙江:当月值,产量:窑外分解窑水泥熟料:安徽:当月值,产量:窑外分解窑水泥熟料:福建:当月值,产量:窑外分解窑水泥熟料:江西:当月值,产量:窑外分解窑水泥熟料:山东:当月值,产量:窑外分解窑水泥熟料:河南:当月值,产量:窑外分解窑水泥熟料:湖北:当月值,产量:窑外分解窑水泥熟料:湖南:当月值,产量:窑外分解窑水泥熟料:广东:当月值,产量:窑外分解窑水泥熟料:广西:当月值,产量:窑外分解窑水泥熟料:海南:当月值,产量:窑外分解窑水泥熟料:重庆:当月值,产量:窑外分解窑水泥熟料:四川:当月值,产量:窑外分解窑水泥熟料:贵州:当月值,产量:窑外分解窑水泥熟料:云南:当月值,产量:窑外分解窑水泥熟料:西藏:当月值,产量:窑外分解窑水泥熟料:陕西:当月值,产量:窑外分解窑水泥熟料:甘肃:当月值,产量:窑外分解窑水泥熟料:青海:当月值,产量:窑外分解窑水泥熟料:宁夏:当月值,产量:窑外分解窑水泥熟料:新疆:当月值,产量:商品混凝土:北京:当月值,产量:商品混凝土:天津:当月值,产量:商品混凝土:河北:当月值,产量:商品混凝土:山西:当月值,产量:商品混凝土:内蒙古:当月值,产量:商品混凝土:辽宁:当月值,产量:商品混凝土:吉林:当月值,产量:商品混凝土:黑龙江:当月值,产量:商品混凝土:上海:当月值,产量:商品混凝土:江苏:当月值,产量:商品混凝土:浙江:当月值,产量:商品混凝土:安徽:当月值,产量:商品混凝土:福建:当月值,产量:商品混凝土:江西:当月值,产量:商品混凝土:山东:当月值,产量:商品混凝土:河南:当月值,产量:商品混凝土:湖北:当月值,产量:商品混凝土:湖南:当月值,产量:商品混凝土:广东:当月值,产量:商品混凝土:广西:当月值,产量:商品混凝土:海南:当月值,产量:商品混凝土:重庆:当月值,产量:商品混凝土:四川:当月值,产量:商品混凝土:贵州:当月值,产量:商品混凝土:云南:当月值,产量:商品混凝土:陕西:当月值,产量:商品混凝土:甘肃:当月值,产量:商品混凝土:青海:当月值,产量:商品混凝土:宁夏:当月值,产量:商品混凝土:新疆:当月值,产量:水泥混凝土排水管:北京:当月值,产量:水泥混凝土排水管:天津:当月值,产量:水泥混凝土排水管:河北:当月值,产量:水泥混凝土排水管:山西:当月值,产量:水泥混凝土排水管:内蒙古:当月值,产量:水泥混凝土排水管:辽宁:当月值,产量:水泥混凝土排水管:黑龙江:当月值,产量:水泥混凝土排水管:上海:当月值,产量:水泥混凝土排水管:江苏:当月值,产量:水泥混凝土排水管:浙江:当月值,产量:水泥混凝土排水管:安徽:当月值,产量:水泥混凝土排水管:福建:当月值,产量:水泥混凝土排水管:江西:当月值,产量:水泥混凝土排水管:山东:当月值,产量:水泥混凝土排水管:河南:当月值,产量:水泥混凝土排水管:湖北:当月值,产量:水泥混凝土排水管:湖南:当月值,产量:水泥混凝土排水管:广东:当月值,产量:水泥混凝土排水管:广西:当月值,产量:水泥混凝土排水管:海南:当月值,产量:水泥混凝土排水管:重庆:当月值,产量:水泥混凝土排水管:四川:当月值,产量:水泥混凝土排水管:云南:当月值,产量:水泥混凝土排水管:陕西:当月值,产量:水泥混凝土排水管:宁夏:当月值,产量:水泥混凝土排水管:新疆:当月值,产量:水泥混凝土电杆:天津:当月值,产量:水泥混凝土电杆:河北:当月值,产量:水泥混凝土电杆:山西:当月值,产量:水泥混凝土电杆:内蒙古:当月值,产量:水泥混凝土电杆:辽宁:当月值,产量:水泥混凝土电杆:吉林:当月值,产量:水泥混凝土电杆:黑龙江:当月值,产量:水泥混凝土电杆:江苏:当月值,产量:水泥混凝土电杆:浙江:当月值,产量:水泥混凝土电杆:安徽:当月值,产量:水泥混凝土电杆:福建:当月值,产量:水泥混凝土电杆:江西:当月值,产量:水泥混凝土电杆:山东:当月值,产量:水泥混凝土电杆:河南:当月值,产量:水泥混凝土电杆:湖北:当月值,产量:水泥混凝土电杆:湖南:当月值,产量:水泥混凝土电杆:广东:当月值,产量:水泥混凝土电杆:广西:当月值,产量:水泥混凝土电杆:重庆:当月值,产量:水泥混凝土电杆:四川:当月值,产量:水泥混凝土电杆:贵州:当月值,产量:水泥混凝土电杆:云南:当月值,产量:水泥混凝土电杆:陕西:当月值,产量:水泥混凝土电杆:甘肃:当月值,产量:水泥混凝土电杆:青海:当月值,产量:水泥混凝土电杆:宁夏:当月值,产量:水泥混凝土电杆:新疆:当月值,产量:预应力混凝土桩:天津:当月值,产量:预应力混凝土桩:河北:当月值,产量:预应力混凝土桩:辽宁:当月值,产量:预应力混凝土桩:上海:当月值,产量:预应力混凝土桩:江苏:当月值,产量:预应力混凝土桩:浙江:当月值,产量:预应力混凝土桩:安徽:当月值,产量:预应力混凝土桩:福建:当月值,产量:预应力混凝土桩:江西:当月值,产量:预应力混凝土桩:山东:当月值,产量:预应力混凝土桩:河南:当月值,产量:预应力混凝土桩:湖北:当月值,产量:预应力混凝土桩:湖南:当月值,产量:预应力混凝土桩:广东:当月值,产量:预应力混凝土桩:广西:当月值,产量:预应力混凝土桩:海南:当月值,产量:预应力混凝土桩:重庆:当月值,产量:预应力混凝土桩:四川:当月值,产量:预应力混凝土桩:云南:当月值,秦皇岛港:平仓价:大同优混(Q5800K),秦皇岛港:平仓价:山西大混(Q5000K),秦皇岛港:平仓价:普通混煤(Q4500K),出口数量:水泥,进口数量:水泥:当月值,进口数量:水泥熟料(25231000):当月值,进口数量:白水泥(25232100):当月值,进口数量:其他硅酸盐水泥(25232900):当月值,进口数量:矾土水泥(25233000):当月值,进口数量:其他水凝水泥(25239000):当月值
2012/6/11,110.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,660,550,,,,,,,
2012/6/12,110.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/6/13,110.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/6/14,110.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/6/15,109.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/6/18,109.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,640,530,,,,,,,
2012/6/19,109.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/6/20,109.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/6/21,108.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/6/25,108.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,615,520,,,,,,,
2012/6/26,108.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/6/27,109.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/6/30,,30609.83,99416,97140.9,44.1,73.45,68.78,1611.98,534.8,700.84,728.87,492.69,558.5,66.47,1593.05,982,943.63,531.15,636.03,1535.77,1175.95,865.14,889.29,889.47,848.34,151.65,443.02,1063.73,483.55,732.79,36.22,738.96,489.2,167.86,190.13,493.29,493817.1,151182,5807264.82,3353505.53,3425732.02,6141655.53,3699917.2,1754591.43,30689,4468480.49,4357329.83,11879186.51,3836548.02,4586810.64,7958002.24,5480834.63,4787591.9,4696237.16,6125328.59,5670950.06,1131779,2626253.69,6065148.03,3401858.65,5129873.47,186617.64,3766758.58,2593253.57,775778.01,1320404.12,2833546.27,493817.1,151182,5279986.02,2592349.2,2870157.72,6055191.53,3474812,1372691.46,30689,4364339.65,4287308.83,10931778.51,3363356,3620410.46,6032324.87,4506309.59,2893694.88,2999898,5186761.79,4659840.54,1072143,1966057.88,3297900.33,2406948.54,4246504.73,139543.36,2639168.5,2109837.57,374689.01,1094658.5,2508481.61,3673246.87,1579325.37,812141.94,612849.7,1325253.98,1883490,463317,965066.9,2561579.88,11888557.47,9141830.41,5066343.16,2552076.6,1798260.39,5352257.48,3004781.7,2212527.15,2246034.15,2513872.33,4464186.14,313088.58,4165890.82,5252947.26,603487.1,1581936.51,3837398.94,745885.3,99304,510323.82,2961193.72,5.72,56.94,326.56,3.29,26.13,268.95,12,,62.3,50.29,303.16,60.71,151.22,7842.81,421.2,550.96,728.12,41.12,93.95,,10.58,13939.5,27.02,77.68,27.25,19.8,8918,14270,0,21947,63156,10556,13281,109268,67508,13792,82300,18574,40059,39366.4,16836,37552,81195,62707,15058,57864,17052,42733,13432,6238,944,3539,15046,205406,272814,290734,1343975,3756310,4362017,1553323,3006896,150917,656508,2197520,562056,240400,2066041.16,107897,24796,,282963,261979,,,,,3.76,10,196,36751,501,112
2012/7/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765,570,475,,,,,,,
2012/7/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,540,450,,,,,,,
2012/7/13,105.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/7/16,105.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,510,425,,,,,,,
2012/7/17,105.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/7/18,105.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/7/19,104.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/7/20,105.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/7/23,104.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.5,515,430,,,,,,,
2012/7/24,104.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/7/25,105.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/7/26,104.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/7/27,103.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/7/30,103.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,515,430,,,,,,,
2012/7/31,103.37,36774.48,,,,88.97,63.74,1244.85,500.96,666.62,659.42,444.36,424.01,68.9,1421.19,964.2,938.98,570.16,640.49,1440.41,1139.84,933.2,908.65,860.93,785.32,122.15,443.16,885.87,523.6,615.25,33.73,664.16,305.81,133.63,191.26,433.13,242495.93,149277,5132778.18,3137565.9,3392915.64,3572984.48,2387202.8,1319101.15,32595,3798775.35,4639948.07,11233161.57,3670130.63,4257393.76,7692061.55,6386062.88,5053206.68,4720407.66,5895084.1,5559451.33,904920.45,2532687.42,5773196.04,3688750.22,4448164.01,251561.47,3881620.46,2201682.35,745411.12,1455617.31,2337743.56,242495.93,149277,4463585.08,2658606.36,2903350.64,3391618.48,2158702,1094070.15,32595,3705940.59,4571220.07,10445344.17,3339139.39,3358861.26,5335520.83,5359564.11,2946376.1,2861130.04,4952621.6,4595154.17,855350,1981203.19,3229750.85,2471317.47,3658583.59,190216.04,2824517.87,1868997.35,394549.12,1246641.25,2063606.54,3508123.94,979322.08,699036.94,610631.89,1335363.17,1715097,457584,850632.5,2363397.19,8760039.65,7730886.28,4465109,2479025.73,1668220.8,4769022.41,3057780.31,2301744.16,1785006.5,2503501.63,2994500.02,323397,4361127.6,4501266.25,611718.28,1026363.68,3739842.36,603421.05,88468,526465.05,2725635.65,4.13,64.44,302.06,3.24,31.62,161.1,4,,71.9,32.45,323.19,36.98,147.36,1619.58,495,589.41,734.12,56.28,94.19,,7.43,160.6,34.12,188.95,24.02,10.4,4722,4436,0,42531,46923,2462,11948,110697,53627,13147,80990,15205,40756,48453,55843.8,44770,69125,32665,13817,43334,11283,10675,11023,3759,874,3597,11989,128400,195253,162273,1236435,1610039,3813947,1626747,3078624,130343,708238,1714015,1219636,126618,1954994.4,174670,27188,,342039,160179,,,,,5.35,333,188,52434,787,104
2012/8/1,103.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/8/2,103.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/8/3,103.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/8/6,103.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,530,440,,,,,,,
2012/8/7,102.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/8/8,102.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/8/9,102.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/8/10,102.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/8/13,102.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,530,440,,,,,,,
2012/8/14,102.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
