指标名称,美元指数,伦敦现货黄金:以美元计价,美国:标准普尔500指数,美国:主要经济指标预测:联邦基金利率,美国:国债实际收益率:5年期,美国:国债实际收益率:7年期,美国:国债实际收益率:10年期,美国:国债实际收益率:20年期,美国:国债实际收益率:30年期,美国:联邦基金目标利率,美国:就业率:季调,现货价:原油:俄罗斯ESPO,现货价:原油(阿曼):环太平洋,现货价:原油(阿联酋迪拜):环太平洋,现货价:原油:科威特能源公司,现货价:原油(迪拜):中东离岸,申万行业指数:黄金,产量:黄金:累计值(黄金协会),消费量:黄金:累计值,消费量:黄金:黄金首饰:累计值,消费量:黄金:金条:累计值,消费量:黄金:金币:累计值,消费量:黄金:累计同比,消费量:黄金:黄金首饰:累计同比,消费量:黄金:金条:累计同比,消费量:黄金:金币:累计同比,RPI:金银珠宝:当月同比,城市RPI:金银珠宝:当月同比,农村RPI:金银珠宝:当月同比
2010-07-15,82.35 ,1208.00 ,1096.48 ,,0.33 ,0.71 ,1.21 ,1.77 ,1.82 ,,,,73.65 ,73.55 ,,73.73 ,6860.11 ,,,,,,,,,,,,
2010-07-16,82.57 ,1189.25 ,1064.88 ,,0.34 ,0.73 ,1.25 ,1.78 ,1.88 ,,,,73.38 ,73.28 ,,73.09 ,6722.75 ,,,,,,,,,,,,
2010-07-19,82.56 ,1181.00 ,1071.25 ,,0.39 ,0.77 ,1.29 ,1.85 ,1.95 ,,,,72.83 ,72.62 ,,73.30 ,6761.02 ,,,,,,,,,,,,
2010-07-20,82.75 ,1183.00 ,1083.48 ,,0.39 ,0.77 ,1.28 ,1.86 ,1.95 ,,,,73.24 ,73.03 ,,73.93 ,7179.91 ,,,,,,,,,,,,
2010-07-21,83.34 ,1191.50 ,1069.59 ,,0.32 ,0.70 ,1.19 ,1.75 ,1.86 ,,,,73.79 ,73.58 ,,72.94 ,7152.38 ,,,,,,,,,,,,
2010-07-22,82.64 ,1199.50 ,1093.67 ,,0.32 ,0.70 ,1.21 ,1.78 ,1.87 ,,,,72.33 ,72.19 ,,75.40 ,7280.83 ,,,,,,,,,,,,
2010-07-23,82.52 ,1190.50 ,1102.66 ,,0.36 ,0.73 ,1.24 ,1.85 ,1.93 ,,,,74.45 ,74.25 ,,74.92 ,7256.86 ,,,,,,,,,,,,
2010-07-26,82.07 ,1183.50 ,1115.01 ,,0.36 ,0.73 ,1.24 ,1.87 ,1.92 ,,,,73.63 ,73.35 ,,74.43 ,7515.98 ,,,,,,,,,,,,
2010-07-27,82.13 ,1168.00 ,1113.84 ,,0.38 ,0.75 ,1.26 ,1.92 ,1.94 ,,,,74.45 ,74.12 ,,73.43 ,7420.64 ,,,,,,,,,,,,
2010-07-28,82.13 ,1157.00 ,1106.13 ,,0.29 ,0.69 ,1.22 ,1.85 ,1.91 ,,,,73.21 ,73.15 ,,73.34 ,7683.07 ,,,,,,,,,,,,
2010-07-29,81.62 ,1162.50 ,1101.53 ,,0.25 ,0.66 ,1.21 ,1.83 ,1.92 ,,,,73.28 ,73.24 ,,75.10 ,7867.38 ,,,,,,,,,,,,
2010-07-30,81.57 ,1169.00 ,1101.60 ,,0.17 ,0.59 ,1.14 ,1.75 ,1.85 ,,,,73.78 ,73.75 ,,75.38 ,7839.65 ,,,,,,,,,,,,
2010-07-31,,,,,,,,,,,58.50 ,,,,,,,190.30 ,,,,,,,,,16.20 ,16.10 ,16.60 
2010-08-02,80.90 ,1188.50 ,1125.86 ,,0.14 ,0.56 ,1.13 ,1.76 ,1.88 ,,,,75.95 ,75.78 ,,78.69 ,7911.76 ,,,,,,,,,,,,
2010-08-03,80.60 ,1187.50 ,1120.46 ,,0.04 ,0.48 ,1.07 ,1.71 ,1.85 ,,,,77.42 ,77.03 ,,79.98 ,7826.98 ,,,,,,,,,,,,
2010-08-04,80.99 ,1199.50 ,1127.24 ,,0.12 ,0.54 ,1.12 ,1.77 ,1.88 ,,,,78.38 ,77.95 ,,78.98 ,7888.27 ,,,,,,,,,,,,
2010-08-05,80.78 ,1192.50 ,1125.81 ,,0.07 ,0.49 ,1.07 ,1.73 ,1.86 ,,,,78.81 ,78.28 ,,78.55 ,7858.46 ,,,,,,,,,,,,
2010-08-06,80.41 ,1207.75 ,1121.64 ,,0.05 ,0.47 ,1.04 ,1.73 ,1.85 ,,,,78.66 ,78.25 ,,77.54 ,7906.22 ,,,,,,,,,,,,
2010-08-09,80.71 ,1203.00 ,1127.79 ,,0.06 ,0.47 ,1.04 ,1.73 ,1.85 ,,,,,,,78.37 ,8429.08 ,,,,,,,,,,,,
2010-08-10,80.89 ,1192.50 ,1121.06 ,,-0.02 ,0.39 ,0.95 ,1.63 ,1.78 ,,,,77.36 ,77.03 ,,77.19 ,8145.52 ,,,,,,,,,,,,
2010-08-11,82.46 ,1205.50 ,1089.47 ,,0.01 ,0.41 ,0.95 ,1.67 ,1.80 ,,,,76.32 ,76.08 ,,74.66 ,8201.77 ,,,,,,,,,,,,
2010-08-12,82.58 ,1213.00 ,1083.61 ,,0.13 ,0.52 ,1.05 ,1.73 ,1.86 ,,,,74.43 ,74.20 ,,72.95 ,8192.36 ,,,,,,,,,,,,
2010-08-13,82.92 ,1214.25 ,1079.25 ,,0.13 ,0.50 ,1.00 ,1.68 ,1.80 ,,,,73.27 ,73.01 ,,72.56 ,8442.09 ,,,,,,,,,,,,
2010-08-16,82.46 ,1223.50 ,1079.38 ,,0.11 ,0.47 ,0.95 ,1.60 ,1.74 ,,,,72.82 ,72.56 ,,72.42 ,8520.69 ,,,,,,,,,,,,
2010-08-17,82.24 ,1226.00 ,1092.54 ,,0.16 ,0.52 ,1.01 ,1.67 ,1.78 ,,,,73.19 ,72.98 ,,73.75 ,8580.09 ,,,,,,,,,,,,
2010-08-18,82.27 ,1218.00 ,1094.16 ,,0.18 ,0.54 ,1.02 ,1.67 ,1.78 ,,,,73.65 ,73.50 ,,73.81 ,8770.27 ,,,,,,,,,,,,
2010-08-19,82.47 ,1233.50 ,1075.63 ,,0.19 ,0.54 ,1.02 ,1.65 ,1.77 ,,,,74.08 ,74.00 ,,72.81 ,8932.43 ,,,,,,,,,,,,
2010-08-20,83.02 ,1223.50 ,1071.69 ,,0.23 ,0.57 ,1.05 ,1.71 ,1.77 ,,,,72.80 ,72.70 ,,71.59 ,8699.11 ,,,,,,,,,,,,
2010-08-23,83.26 ,1226.00 ,1067.36 ,,0.22 ,0.57 ,1.05 ,1.64 ,1.69 ,,,,71.85 ,71.75 ,,71.04 ,8620.23 ,,,,,,,,,,,,
2010-08-24,83.34 ,1222.00 ,1051.87 ,,0.17 ,0.53 ,1.01 ,1.57 ,1.68 ,,,,70.75 ,70.55 ,,69.93 ,8608.87 ,,,,,,,,,,,,
2010-08-25,83.19 ,1237.50 ,1055.33 ,,0.19 ,0.54 ,1.01 ,1.54 ,1.65 ,,,,70.82 ,70.55 ,,71.26 ,8561.04 ,,,,,,,,,,,,
2010-08-26,82.90 ,1237.00 ,1047.22 ,,0.14 ,0.49 ,0.95 ,1.48 ,1.59 ,,,,71.65 ,71.38 ,,72.64 ,8539.78 ,,,,,,,,,,,,
2010-08-27,82.74 ,1235.00 ,1064.59 ,,0.22 ,0.58 ,1.05 ,1.60 ,1.67 ,,,,72.50 ,72.03 ,,74.35 ,8546.77 ,,,,,,,,,,,,
2010-08-30,83.16 ,,1048.92 ,,0.16 ,0.52 ,0.99 ,1.54 ,1.62 ,,,,73.86 ,73.40 ,,74.36 ,8791.46 ,,,,,,,,,,,,
2010-08-31,83.07 ,1246.00 ,1049.33 ,,0.14 ,0.49 ,0.95 ,1.51 ,1.60 ,,58.60 ,,73.23 ,72.80 ,,72.35 ,8899.21 ,217.95 ,,,,,,,,,15.50 ,15.10 ,16.60 
2010-09-01,82.48 ,1246.50 ,1080.29 ,,0.20 ,0.55 ,1.02 ,1.58 ,1.65 ,,,,72.97 ,72.84 ,,74.48 ,8929.02 ,,,,,,,,,,,,
2010-09-02,82.40 ,1248.50 ,1090.10 ,,0.23 ,0.58 ,1.05 ,1.64 ,1.69 ,,,,74.00 ,73.67 ,,74.93 ,8928.72 ,,,,,,,,,,,,
2010-09-03,82.01 ,1240.50 ,1104.51 ,,0.24 ,0.61 ,1.10 ,1.67 ,1.72 ,,,,74.33 ,74.08 ,,74.56 ,8904.31 ,,,,,,,,,,,,
2010-09-06,82.05 ,1249.00 ,,,,,,,,,,,74.55 ,74.23 ,,74.51 ,8902.42 ,,,,,,,,,,,,
2010-09-07,82.89 ,1256.75 ,1091.84 ,,0.17 ,0.52 ,0.98 ,1.56 ,1.65 ,,,,73.88 ,73.63 ,,75.11 ,8996.11 ,,,,,,,,,,,,
2010-09-08,82.57 ,1255.00 ,1098.87 ,,0.23 ,0.56 ,1.02 ,1.63 ,1.69 ,,,,74.68 ,74.45 ,,75.76 ,9310.33 ,,,,,,,,,,,,
2010-09-09,82.68 ,1255.00 ,1104.18 ,,0.28 ,0.60 ,1.05 ,1.71 ,1.73 ,,,,75.53 ,75.25 ,,75.04 ,9036.16 ,,,,,,,,,,,,
2010-09-10,82.86 ,1246.50 ,1109.55 ,,0.25 ,0.57 ,1.02 ,1.70 ,1.73 ,,,,,,,75.80 ,8997.53 ,,,,,,,,,,,,
2010-09-13,81.88 ,1243.75 ,1121.90 ,,0.17 ,0.49 ,0.94 ,1.60 ,1.65 ,,,,75.50 ,75.25 ,,76.31 ,9032.69 ,,,,,,,,,,,,
2010-09-14,81.23 ,1265.50 ,1121.10 ,,0.15 ,0.46 ,0.93 ,1.64 ,1.66 ,,,,76.12 ,75.76 ,,76.47 ,8987.34 ,,,,,,,,,,,,
2010-09-15,81.46 ,1267.00 ,1125.07 ,,0.17 ,0.50 ,0.97 ,1.68 ,1.72 ,,,,76.28 ,75.95 ,,76.53 ,9004.64 ,,,,,,,,,,,,
2010-09-16,81.27 ,1272.50 ,1124.66 ,,0.19 ,0.52 ,1.00 ,1.73 ,1.77 ,,,,76.62 ,76.25 ,,75.82 ,8668.60 ,,,,,,,,,,,,
2010-09-17,81.41 ,1274.00 ,1125.59 ,,0.21 ,0.54 ,1.00 ,1.71 ,1.79 ,,,,76.58 ,76.25 ,,75.65 ,8976.18 ,,,,,,,,,,,,
2010-09-20,81.32 ,1279.25 ,1142.71 ,,0.19 ,0.52 ,0.94 ,1.61 ,1.74 ,,,,75.69 ,75.36 ,,76.55 ,9030.14 ,,,,,,,,,,,,
2010-09-21,80.44 ,1275.00 ,1139.78 ,,0.05 ,0.36 ,0.78 ,1.47 ,1.61 ,,,,76.49 ,76.29 ,,75.75 ,8896.31 ,,,,,,,,,,,,
2010-09-22,79.80 ,1293.50 ,1134.28 ,,0.01 ,0.32 ,0.74 ,1.44 ,1.56 ,,,,75.50 ,75.30 ,,75.14 ,,,,,,,,,,,,,
2010-09-23,80.11 ,1290.75 ,1124.83 ,,0.05 ,0.36 ,0.77 ,1.44 ,1.59 ,,,,75.20 ,74.71 ,,75.45 ,,,,,,,,,,,,,
2010-09-24,79.28 ,1297.00 ,1148.67 ,,0.06 ,0.38 ,0.81 ,1.51 ,1.65 ,,,,75.50 ,74.85 ,,76.21 ,,,,,,,,,,,,,
2010-09-27,79.53 ,1297.00 ,1142.16 ,,0.02 ,0.33 ,0.79 ,1.53 ,1.61 ,,,,76.08 ,75.72 ,,75.50 ,9281.46 ,,,,,,,,,,,,
2010-09-28,78.92 ,1294.00 ,1147.70 ,,-0.06 ,0.24 ,0.69 ,1.43 ,1.53 ,,,,74.95 ,74.67 ,,75.52 ,9828.89 ,,,,,,,,,,,,
2010-09-29,78.78 ,1307.50 ,1144.73 ,,-0.02 ,0.29 ,0.74 ,1.48 ,1.58 ,,,,75.85 ,75.75 ,,77.59 ,9865.00 ,,,,,,,,,,,,
2010-09-30,78.80 ,1307.00 ,1141.20 ,,-0.03 ,0.29 ,0.75 ,1.51 ,1.63 ,,58.50 ,,77.60 ,77.25 ,,79.08 ,10477.92 ,248.28 ,,,,,,,,,14.90 ,14.60 ,15.80 
2010-10-01,78.03 ,1316.25 ,1146.24 ,,-0.07 ,0.27 ,0.75 ,1.49 ,1.61 ,,,,79.73 ,79.60 ,,80.93 ,,,,,,,,,,,,,
2010-10-04,78.49 ,1313.50 ,1137.03 ,,-0.10 ,0.24 ,0.72 ,1.49 ,1.59 ,,,,80.06 ,79.93 ,,80.23 ,,,,,,,,,,,,,
2010-10-05,77.81 ,1330.50 ,1160.75 ,,-0.19 ,0.16 ,0.65 ,1.40 ,1.54 ,,,,80.12 ,79.98 ,,81.75 ,,,,,,,,,,,,,
2010-10-06,77.43 ,1346.50 ,1159.97 ,,-0.29 ,0.04 ,0.52 ,1.31 ,1.43 ,,,,81.63 ,81.48 ,,82.00 ,,,,,,,,,,,,,
2010-10-07,77.42 ,1345.00 ,1158.06 ,,-0.27 ,0.06 ,0.53 ,1.34 ,1.48 ,,,,82.02 ,81.88 ,,80.28 ,,,,,,,,,,,,,
2010-10-08,77.20 ,1341.50 ,1165.15 ,,-0.37 ,-0.03 ,0.45 ,1.27 ,1.42 ,,,,79.75 ,79.55 ,,81.03 ,11490.57 ,,,,,,,,,,,,
2010-10-11,77.47 ,1351.50 ,1165.32 ,,,,,,,,,,80.93 ,80.73 ,,80.77 ,11819.45 ,,,,,,,,,,,,
2010-10-12,77.33 ,1348.50 ,1169.77 ,,-0.34 ,0.00 ,0.49 ,1.32 ,1.46 ,,,,79.97 ,79.72 ,,80.58 ,12653.49 ,,,,,,,,,,,,
2010-10-13,77.08 ,1365.50 ,1178.10 ,,-0.44 ,-0.07 ,0.44 ,1.25 ,1.41 ,,,,81.30 ,81.01 ,,81.80 ,12658.84 ,,,,,,,,,,,,
2010-10-14,76.53 ,1373.25 ,1173.81 ,,-0.49 ,-0.12 ,0.41 ,1.23 ,1.36 ,,,,81.81 ,81.52 ,,80.90 ,13368.01 ,,,,,,,,,,,,
2010-10-15,76.97 ,1367.50 ,1176.19 ,,-0.38 ,-0.02 ,0.50 ,1.32 ,1.42 ,,,,80.93 ,80.74 ,,79.11 ,13302.49 ,,,,,,,,,,,,
2010-10-18,77.15 ,1367.25 ,1184.71 ,,-0.39 ,-0.04 ,0.47 ,1.29 ,1.39 ,,,,78.87 ,78.62 ,,81.28 ,12145.61 ,,,,,,,,,,,,
2010-10-19,78.19 ,1339.00 ,1165.90 ,,-0.40 ,-0.05 ,0.44 ,1.22 ,1.35 ,,,,81.02 ,80.72 ,,78.01 ,12527.06 ,,,,,,,,,,,,
2010-10-20,77.17 ,1339.00 ,1178.17 ,,-0.37 ,-0.03 ,0.47 ,1.26 ,1.36 ,,,,79.23 ,78.93 ,,80.51 ,12309.75 ,,,,,,,,,,,,
2010-10-21,77.44 ,1343.50 ,1180.26 ,,-0.37 ,-0.02 ,0.50 ,1.32 ,1.38 ,,,,80.76 ,80.43 ,,78.67 ,12561.90 ,,,,,,,,,,,,
2010-10-22,77.37 ,1322.50 ,1183.08 ,,-0.39 ,-0.03 ,0.50 ,1.30 ,1.40 ,,,,79.41 ,79.08 ,,79.93 ,12675.06 ,,,,,,,,,,,,
2010-10-25,77.19 ,1337.50 ,1185.62 ,,-0.42 ,-0.07 ,0.45 ,1.27 ,1.35 ,,,,81.18 ,80.88 ,,80.41 ,13492.96 ,,,,,,,,,,,,
2010-10-26,77.65 ,1329.50 ,1185.64 ,,-0.36 ,0.00 ,0.52 ,1.34 ,1.42 ,,,,80.23 ,79.93 ,,80.46 ,13142.74 ,,,,,,,,,,,,
2010-10-27,78.06 ,1324.50 ,1182.45 ,,-0.25 ,0.11 ,0.62 ,1.40 ,1.48 ,,,,80.08 ,79.83 ,,80.10 ,12572.85 ,,,,,,,,,,,,
2010-10-28,77.28 ,1333.50 ,1183.78 ,,-0.29 ,0.06 ,0.57 ,1.37 ,1.45 ,,,,80.35 ,80.22 ,,80.57 ,12388.68 ,,,,,,,,,,,,
2010-10-29,77.05 ,1346.75 ,1183.26 ,,-0.31 ,0.03 ,0.50 ,1.27 ,1.41 ,,,,79.78 ,79.77 ,,79.96 ,12492.60 ,,,,,,,,,,,,
2010-10-31,,,,,,,,,,,58.30 ,,,,,,,277.02 ,,,,,,,,,15.60 ,15.30 ,16.40 
2010-11-01,77.23 ,1354.50 ,1184.38 ,,-0.34 ,0.02 ,0.49 ,1.23 ,1.40 ,,,,80.68 ,80.48 ,,81.51 ,13308.40 ,,,,,,,,,,,,
2010-11-02,76.72 ,1351.00 ,1193.57 ,,-0.34 ,0.02 ,0.49 ,1.18 ,1.35 ,,,,82.55 ,82.35 ,,82.44 ,13212.39 ,,,,,,,,,,,,
2010-11-03,76.39 ,1345.50 ,1197.96 ,,-0.40 ,0.00 ,0.50 ,1.22 ,1.43 ,,,,83.12 ,82.92 ,,83.64 ,12657.94 ,,,,,,,,,,,,
2010-11-04,75.85 ,1381.00 ,1221.06 ,,-0.48 ,-0.07 ,0.44 ,1.20 ,1.47 ,,,,84.92 ,84.72 ,,85.46 ,12893.72 ,,,,,,,,,,,,
2010-11-05,76.59 ,1395.50 ,1225.85 ,,-0.47 ,-0.05 ,0.48 ,1.26 ,1.52 ,,,,,,,85.41 ,13383.06 ,,,,,,,,,,,,
2010-11-08,77.03 ,1388.50 ,1223.25 ,,-0.45 ,-0.04 ,0.48 ,1.26 ,1.52 ,,,,85.47 ,85.27 ,,85.70 ,13334.20 ,,,,,,,,,,,,
2010-11-09,77.74 ,1421.00 ,1213.40 ,,-0.31 ,0.07 ,0.58 ,1.40 ,1.62 ,,,,85.62 ,85.42 ,,85.46 ,13750.61 ,,,,,,,,,,,,
2010-11-10,77.64 ,1390.50 ,1218.71 ,,-0.37 ,0.04 ,0.56 ,1.35 ,1.58 ,,,,86.00 ,85.80 ,,86.11 ,13518.66 ,,,,,,,,,,,,
2010-11-11,78.12 ,1398.50 ,1213.54 ,,,,,,,,,,86.87 ,86.67 ,,85.93 ,13483.86 ,,,,,,,,,,,,
2010-11-12,78.14 ,1388.50 ,1199.21 ,,-0.22 ,0.19 ,0.71 ,1.47 ,1.66 ,,,,84.92 ,84.70 ,,83.44 ,12488.80 ,,,,,,,,,,,,
2010-11-15,78.62 ,1368.50 ,1197.75 ,,-0.06 ,0.34 ,0.87 ,1.68 ,1.79 ,,,,84.72 ,84.46 ,,84.03 ,11966.88 ,,,,,,,,,,,,
2010-11-16,79.21 ,1349.00 ,1178.34 ,,0.00 ,0.36 ,0.87 ,1.66 ,1.75 ,,,,84.37 ,84.16 ,,82.12 ,11043.64 ,,,,,,,,,,,,
2010-11-17,79.05 ,1337.50 ,1178.59 ,,-0.04 ,0.32 ,0.84 ,1.67 ,1.76 ,,,,,,,80.72 ,10729.00 ,,,,,,,,,,,,
2010-11-18,78.57 ,1350.25 ,1196.69 ,,-0.06 ,0.31 ,0.83 ,1.64 ,1.73 ,,,,82.07 ,81.87 ,,82.45 ,11422.91 ,,,,,,,,,,,,
2010-11-19,78.49 ,1342.50 ,1199.73 ,,-0.05 ,0.30 ,0.77 ,1.54 ,1.70 ,,,,83.02 ,82.85 ,,81.49 ,11403.48 ,,,,,,,,,,,,
2010-11-22,78.64 ,1356.50 ,1197.84 ,,-0.14 ,0.22 ,0.70 ,1.48 ,1.64 ,,,,82.82 ,82.62 ,,81.24 ,11344.22 ,,,,,,,,,,,,
2010-11-23,79.71 ,1377.50 ,1180.73 ,,-0.14 ,0.22 ,0.69 ,1.46 ,1.63 ,,,,81.63 ,81.45 ,,80.56 ,11005.79 ,,,,,,,,,,,,
2010-11-24,79.76 ,1372.50 ,1198.35 ,,-0.03 ,0.33 ,0.80 ,1.56 ,1.73 ,,,,81.68 ,81.53 ,,83.31 ,11295.43 ,,,,,,,,,,,,
2010-11-25,79.68 ,1373.25 ,,,,,,,,,,,83.55 ,83.45 ,,83.41 ,11292.04 ,,,,,,,,,,,,
2010-11-26,80.39 ,1355.00 ,1189.40 ,,-0.07 ,0.29 ,0.75 ,1.50 ,1.65 ,,,,83.65 ,83.55 ,,83.35 ,11080.37 ,,,,,,,,,,,,
2010-11-29,80.76 ,1357.00 ,1187.76 ,,-0.07 ,0.28 ,0.73 ,1.45 ,1.63 ,,,,84.12 ,84.02 ,,84.91 ,10764.09 ,,,,,,,,,,,,
2010-11-30,81.30 ,1383.50 ,1180.55 ,,-0.07 ,0.28 ,0.74 ,1.49 ,1.65 ,,58.20 ,,84.85 ,84.76 ,,83.32 ,10852.57 ,308.39 ,,,,,,,,,14.50 ,14.10 ,15.70 
2010-12-01,80.70 ,1385.50 ,1206.07 ,,0.04 ,0.40 ,0.83 ,1.54 ,1.73 ,,,,84.28 ,84.10 ,,86.02 ,11077.23 ,,,,,,,,,,,,
2010-12-02,80.23 ,1389.00 ,1221.53 ,,0.04 ,0.40 ,0.84 ,1.55 ,1.73 ,,,,86.29 ,86.26 ,,87.48 ,11093.43 ,,,,,,,,,,,,
2010-12-03,79.17 ,1403.50 ,1224.71 ,,0.02 ,0.39 ,0.86 ,1.60 ,1.77 ,,,,86.98 ,86.95 ,,88.02 ,10938.10 ,,,,,,,,,,,,
2010-12-06,79.64 ,1415.25 ,1223.12 ,,-0.07 ,0.31 ,0.79 ,1.56 ,1.72 ,,,,88.69 ,88.66 ,,88.01 ,11222.33 ,,,,,,,,,,,,
2010-12-07,79.97 ,1420.00 ,1223.75 ,,0.07 ,0.47 ,0.92 ,1.63 ,1.81 ,,,,88.59 ,88.56 ,,88.04 ,11899.63 ,,,,,,,,,,,,
2010-12-08,80.00 ,1385.50 ,1228.28 ,,0.19 ,0.61 ,1.07 ,1.74 ,1.91 ,,,,88.26 ,88.26 ,,87.78 ,11476.46 ,,,,,,,,,,,,
2010-12-09,80.05 ,1391.25 ,1233.00 ,,0.25 ,0.67 ,1.09 ,1.72 ,1.92 ,,,,89.09 ,89.07 ,,88.20 ,11149.55 ,,,,,,,,,,,,
2010-12-10,80.11 ,1375.25 ,1240.40 ,,0.33 ,0.76 ,1.16 ,1.76 ,1.95 ,,,,88.92 ,88.90 ,,87.77 ,11259.53 ,,,,,,,,,,,,
2010-12-13,79.34 ,1399.00 ,1240.46 ,,0.25 ,0.69 ,1.11 ,1.71 ,1.90 ,,,,88.80 ,88.75 ,,88.48 ,11577.55 ,,,,,,,,,,,,
2010-12-14,79.42 ,1394.50 ,1241.59 ,,0.39 ,0.86 ,1.27 ,1.85 ,2.04 ,,,,89.23 ,89.18 ,,88.40 ,11685.88 ,,,,,,,,,,,,
2010-12-15,80.24 ,1388.75 ,1235.23 ,,0.34 ,0.82 ,1.22 ,1.80 ,2.00 ,,,,88.70 ,88.65 ,,89.56 ,11502.66 ,,,,,,,,,,,,
2010-12-16,80.02 ,1363.00 ,1242.87 ,,0.28 ,0.76 ,1.15 ,1.73 ,1.94 ,,,,89.75 ,89.70 ,,88.41 ,11373.11 ,,,,,,,,,,,,
2010-12-17,80.36 ,1368.50 ,1243.91 ,,0.22 ,0.69 ,1.05 ,1.63 ,1.85 ,,,,89.98 ,89.93 ,,88.98 ,11362.65 ,,,,,,,,,,,,
2010-12-20,80.57 ,1380.00 ,1247.08 ,,0.24 ,0.71 ,1.07 ,1.66 ,1.89 ,,,,89.53 ,89.48 ,,90.25 ,11522.73 ,,,,,,,,,,,,
2010-12-21,80.67 ,1383.00 ,1254.60 ,,0.22 ,0.69 ,1.06 ,1.65 ,1.89 ,,,,90.16 ,90.11 ,,90.60 ,11496.79 ,,,,,,,,,,,,
2010-12-22,80.67 ,1387.00 ,1258.84 ,,0.21 ,0.68 ,1.03 ,1.63 ,1.90 ,,,,90.71 ,90.66 ,,90.73 ,11357.81 ,,,,,,,,,,,,
2010-12-23,80.49 ,1373.50 ,1256.77 ,,0.26 ,0.73 ,1.08 ,1.67 ,1.93 ,,,,90.62 ,90.57 ,,91.01 ,11069.17 ,,,,,,,,,,,,
2010-12-24,80.45 ,1380.50 ,,,,,,,,,,,91.88 ,91.83 ,,91.01 ,10834.04 ,,,,,,,,,,,,
2010-12-27,80.27 ,,1257.54 ,,0.25 ,0.71 ,1.06 ,1.64 ,1.91 ,,,,,,,90.63 ,10501.50 ,,,,,,,,,,,,
2010-12-28,80.38 ,,1258.51 ,,0.34 ,0.81 ,1.17 ,1.76 ,2.01 ,,,,90.58 ,90.53 ,,91.26 ,10557.21 ,,,,,,,,,,,,
2010-12-29,79.76 ,1412.50 ,1259.78 ,,0.22 ,0.70 ,1.06 ,1.65 ,1.90 ,,,,90.43 ,90.38 ,,90.72 ,10619.82 ,,,,,,,,,,,,
2010-12-30,79.52 ,1405.50 ,1257.88 ,,0.24 ,0.71 ,1.08 ,1.67 ,1.93 ,,,,90.08 ,90.03 ,,89.72 ,10761.50 ,,,,,,,,,,,,
2010-12-31,78.96 ,1410.25 ,1257.64 ,,0.18 ,0.65 ,1.00 ,1.59 ,1.86 ,,58.30 ,,89.10 ,88.51 ,,91.25 ,11114.13 ,340.88 ,571.51 ,357.04 ,141.90 ,16.61 ,,,,,13.30 ,12.90 ,14.60 
2011-01-03,79.17 ,,1271.87 ,,0.20 ,0.68 ,1.05 ,1.64 ,1.90 ,,,,,,,91.44 ,,,,,,,,,,,,,
2011-01-04,79.43 ,1388.50 ,1270.20 ,,0.15 ,0.63 ,1.01 ,1.63 ,1.91 ,,,,91.60 ,91.58 ,,89.98 ,11225.98 ,,,,,,,,,,,,
2011-01-05,80.23 ,1368.00 ,1276.56 ,,0.20 ,0.70 ,1.08 ,1.69 ,1.96 ,,,,89.94 ,89.87 ,,91.99 ,10808.16 ,,,,,,,,,,,,
2011-01-06,80.84 ,1368.50 ,1273.85 ,,0.13 ,0.64 ,1.03 ,1.66 ,1.94 ,,,,92.35 ,92.15 ,,90.68 ,10640.65 ,,,,,,,,,,,,
2011-01-07,81.14 ,1367.00 ,1271.50 ,,0.05 ,0.57 ,0.98 ,1.63 ,1.91 ,,,,90.80 ,90.62 ,,89.67 ,10447.27 ,,,,,,,,,,,,
2011-01-10,80.88 ,1368.25 ,1269.75 ,,0.02 ,0.55 ,0.96 ,1.62 ,1.90 ,,,,90.91 ,90.50 ,,92.08 ,10388.13 ,,,,,,,,,,,,
2011-01-11,80.83 ,1374.00 ,1274.48 ,,-0.02 ,0.53 ,0.97 ,1.62 ,1.89 ,,,,92.38 ,92.10 ,,93.85 ,10337.43 ,,,,,,,,,,,,
2011-01-12,80.02 ,1378.75 ,1285.96 ,,-0.01 ,0.54 ,0.98 ,1.64 ,1.91 ,,,,94.13 ,93.94 ,,93.84 ,10336.64 ,,,,,,,,,,,,
2011-01-13,79.16 ,1381.50 ,1283.76 ,,-0.02 ,0.54 ,0.97 ,1.62 ,1.90 ,,,,93.71 ,93.54 ,,93.21 ,10206.89 ,,,,,,,,,,,,
2011-01-14,79.07 ,1367.00 ,1293.24 ,,0.02 ,0.58 ,1.00 ,1.65 ,1.93 ,,,,93.38 ,93.21 ,,93.75 ,9841.86 ,,,,,,,,,,,,
2011-01-17,79.34 ,1360.50 ,,,,,,,,,,,93.11 ,93.11 ,,92.90 ,9420.68 ,,,,,,,,,,,,
2011-01-18,78.97 ,1369.50 ,1295.02 ,,0.02 ,0.57 ,0.99 ,1.65 ,1.94 ,,,,93.31 ,93.22 ,,93.27 ,9546.34 ,,,,,,,,,,,,
2011-01-19,78.56 ,1372.00 ,1281.92 ,,0.01 ,0.57 ,0.99 ,1.64 ,1.92 ,,,,93.42 ,93.32 ,,93.75 ,9741.05 ,,,,,,,,,,,,
2011-01-20,78.83 ,1345.50 ,1280.26 ,,0.16 ,0.74 ,1.22 ,1.80 ,2.04 ,,,,93.05 ,92.95 ,,92.00 ,9304.60 ,,,,,,,,,,,,
