指标名称,36城市服务价格:有线电视收费:有线电视收费,出口数量:彩色电视机(包括整套散件):当月值,出口金额:彩色电视机(包括整套散件):当月值,申万行业指数:有线电视网络,申万行业指数:广播电影电视,Wind行业指数:有线和卫星电视,耐用品采购订单指数:电视机:环比,价格:液晶显示器面板:21.5寸:LED:FHD,价格:液晶电视面板:32寸:Open Cell:WXGA,"平均价:液晶电视面板:50""W 1920x1080 50/60Hz Open-Cell","平均价:液晶电视面板:32""W 1366x768 50/60Hz Open-Cell","零售均价:液晶电视:32"" LED","零售均价:液晶电视:55"" LED",产量:彩色电视机:累计值,销量:彩色电视机:累计值,出货量:液晶电视面板:当月值,出货量:大尺寸面板:液晶电视:当月值,出口数量:电视机(包括整套散件):当月值,进口数量:电视显像管:当月值,进口数量:彩色显像管:当月值,进口数量:二极管及类似半导体器件:当月值,进口数量:集成电路:当月值,进口平均单价:电视、收音机及无线电讯设备的零附件:当月值,进口平均单价:电容器:当月值,进口平均单价:电阻器:当月值,创维数码:销量:电视机:当月值
2012-02-17,,,,2420.65 ,1849.38 ,2497.15 ,,,,,,,,,,,,,,,,,,,,
2012-02-20,,,,2415.97 ,1842.48 ,2493.96 ,,78.00 ,,,,,,,,,,,,,,,,,,
2012-02-21,,,,2516.03 ,1899.16 ,2572.31 ,,,,,,,,,,,,,,,,,,,,
2012-02-22,,,,2553.82 ,1942.85 ,2616.88 ,,,,,,,,,,,,,,,,,,,,
2012-02-23,,,,2570.46 ,1918.97 ,2612.07 ,,,,,,,,,,,,,,,,,,,,
2012-02-24,,,,2660.33 ,1918.73 ,2650.34 ,,,,,,,,,,,,,,,,,,,,
2012-02-27,,,,2672.66 ,1921.90 ,2660.60 ,,,,,,,,,,,,,,,,,,,,
2012-02-28,,,,2656.42 ,1902.12 ,2618.18 ,,,,,,,,,,,,,,,,,,,,
2012-02-29,22.88 ,332.00 ,66667.10 ,2647.80 ,1859.26 ,2601.67 ,-17.30 ,,,,,,,,,16.80 ,,333.00 ,11.00 ,11.00 ,25157.00 ,16808.00 ,104215.13 ,103935.41 ,125031.38 ,364.00 
2012-03-01,,,,2636.22 ,1867.12 ,2597.02 ,,,,,,,,,,,,,,,,,,,,
2012-03-02,,,,2705.63 ,1890.44 ,2650.51 ,,,,,,,,,,,,,,,,,,,,
2012-03-05,,,,2756.45 ,1896.19 ,2642.23 ,,,,,,,,,,,,,,,,,,,,
2012-03-06,,,,2755.32 ,1886.58 ,2633.94 ,,78.00 ,,,,,,,,,,,,,,,,,,
2012-03-07,,,,2694.60 ,1884.30 ,2613.17 ,,,,,,,,,,,,,,,,,,,,
2012-03-08,,,,2741.33 ,1912.27 ,2695.20 ,,,,,,,,,,,,,,,,,,,,
2012-03-09,,,,2815.80 ,1945.02 ,2699.97 ,,,,,,,,,,,,,,,,,,,,
2012-03-12,,,,2832.51 ,1978.85 ,2733.93 ,,,,,,,,,,,,,,,,,,,,
2012-03-13,,,,2809.43 ,1993.96 ,2780.40 ,,,,,,,,,,,,,,,,,,,,
2012-03-14,,,,2638.15 ,1884.29 ,2645.10 ,,,,,,,,,,,,,,,,,,,,
2012-03-15,,,,2622.41 ,1861.05 ,2635.79 ,,,,,,,,,,,,,,,,,,,,
2012-03-16,,,,2672.24 ,1880.40 ,2706.07 ,,,,,,,,,,,,,,,,,,,,
2012-03-19,,,,2692.07 ,1897.87 ,2756.06 ,,,,,,,,,,,,,,,,,,,,
2012-03-20,,,,2635.01 ,1840.10 ,2707.92 ,,78.00 ,98.00 ,,,,,,,,,,,,,,,,,
2012-03-21,,,,2613.10 ,1809.26 ,2707.89 ,,,,,,,,,,,,,,,,,,,,
2012-03-22,,,,2607.06 ,1803.11 ,2651.81 ,,,,,,,,,,,,,,,,,,,,
2012-03-23,,,,2576.74 ,1807.52 ,2618.04 ,,,,,,,,,,,,,,,,,,,,
2012-03-26,,,,2539.69 ,1785.01 ,2605.29 ,,,,,,,,,,,,,,,,,,,,
2012-03-27,,,,2557.83 ,1780.67 ,2615.67 ,,,,,,,,,,,,,,,,,,,,
2012-03-28,,,,2441.38 ,1715.53 ,2482.12 ,,,,,,,,,,,,,,,,,,,,
2012-03-29,,,,2399.55 ,1687.52 ,2439.21 ,,,,,,,,,,,,,,,,,,,,
2012-03-30,,,,2355.62 ,1682.33 ,2427.79 ,,,,,,,,,,,,,,,,,,,,
2012-03-31,23.21 ,487.00 ,95080.90 ,,,,9.40 ,,,,,,,2736.10 ,2782.60 ,19.40 ,,487.00 ,12.00 ,12.00 ,28961.00 ,19684.00 ,95904.72 ,96244.62 ,109983.34 ,652.00 
2012-04-05,,,,2445.88 ,1725.35 ,2518.35 ,,78.00 ,99.00 ,,,,,,,,,,,,,,,,,
2012-04-06,,,,2465.42 ,1745.72 ,2492.43 ,,,,,,,,,,,,,,,,,,,,
2012-04-09,,,,2443.63 ,1695.47 ,2384.90 ,,,,,,,,,,,,,,,,,,,,
2012-04-10,,,,2491.60 ,1726.20 ,2407.68 ,,,,,,,,,,,,,,,,,,,,
2012-04-11,,,,2470.36 ,1733.26 ,2389.29 ,,,,,,,,,,,,,,,,,,,,
2012-04-12,,,,2513.96 ,1767.64 ,2428.39 ,,,,,,,,,,,,,,,,,,,,
2012-04-13,,,,2536.70 ,1786.10 ,2438.57 ,,,,,,,,,,,,,,,,,,,,
2012-04-16,,,,2520.94 ,1767.30 ,2440.51 ,,,,,,,,,,,,,,,,,,,,
2012-04-17,,,,2518.51 ,1753.95 ,2431.92 ,,,,,,,,,,,,,,,,,,,,
2012-04-18,,,,2581.38 ,1786.52 ,2479.67 ,,,,,,,,,,,,,,,,,,,,
2012-04-19,,,,2559.68 ,1774.23 ,2481.11 ,,,,,,,,,,,,,,,,,,,,
2012-04-20,,,,2528.17 ,1791.80 ,2497.35 ,,79.00 ,100.00 ,,,,,,,,,,,,,,,,,
2012-04-23,,,,2381.24 ,1709.81 ,2437.50 ,,,,,,,,,,,,,,,,,,,,
2012-04-24,,,,2332.20 ,1711.46 ,2418.59 ,,,,,,,,,,,,,,,,,,,,
2012-04-25,,,,2372.22 ,1677.14 ,2458.04 ,,,,,,,,,,,,,,,,,,,,
2012-04-26,,,,2358.78 ,1668.52 ,2448.79 ,,,,,,,,,,,,,,,,,,,,
2012-04-27,,,,2353.85 ,1662.33 ,2432.19 ,,,,,,,,,,,,,,,,,,,,
2012-04-30,23.50 ,499.00 ,95529.70 ,,,,11.30 ,,,,,,,,,18.30 ,,500.00 ,14.00 ,14.00 ,27435.00 ,17889.00 ,99275.98 ,94459.08 ,102585.21 ,780.00 
2012-05-02,,,,2387.70 ,1665.09 ,2478.64 ,,,,,,,,,,,,,,,,,,,,
2012-05-03,,,,2406.51 ,1666.82 ,2488.37 ,,,,,,,,,,,,,,,,,,,,
2012-05-04,,,,2432.41 ,1689.88 ,2494.77 ,,,,,,,,,,,,,,,,,,,,
2012-05-05,,,,,,,,79.00 ,101.00 ,,,,,,,,,,,,,,,,,
2012-05-07,,,,2432.47 ,1735.49 ,2506.25 ,,,,,,,,,,,,,,,,,,,,
2012-05-08,,,,2456.91 ,1756.97 ,2512.94 ,,,,,,,,,,,,,,,,,,,,
2012-05-09,,,,2409.61 ,1714.07 ,2440.71 ,,,,,,,,,,,,,,,,,,,,
2012-05-10,,,,2427.29 ,1718.79 ,2459.46 ,,,,,,,,,,,,,,,,,,,,
2012-05-11,,,,2411.82 ,1714.62 ,2443.12 ,,,,,,,,,,,,,,,,,,,,
2012-05-14,,,,2374.48 ,1711.27 ,2438.18 ,,,,,,,,,,,,,,,,,,,,
2012-05-15,,,,2403.90 ,1726.16 ,2430.16 ,,,,,,,,,,,,,,,,,,,,
2012-05-16,,,,2376.56 ,1677.65 ,2376.70 ,,,,,,,,,,,,,,,,,,,,
2012-05-17,,,,2401.57 ,1693.49 ,2413.43 ,,,,,,,,,,,,,,,,,,,,
2012-05-18,,,,2397.94 ,1669.10 ,2378.83 ,,,,,,,,,,,,,,,,,,,,
2012-05-21,,,,2402.75 ,1683.32 ,2386.27 ,,79.00 ,101.00 ,,,,,,,,,,,,,,,,,
2012-05-22,,,,2428.42 ,1692.33 ,2412.09 ,,,,,,,,,,,,,,,,,,,,
2012-05-23,,,,2410.80 ,1677.59 ,2389.40 ,,,,,,,,,,,,,,,,,,,,
2012-05-24,,,,2389.23 ,1661.49 ,2365.85 ,,,,,,,,,,,,,,,,,,,,
2012-05-25,,,,2336.16 ,1633.22 ,2317.94 ,,,,,,,,,,,,,,,,,,,,
2012-05-28,,,,2342.35 ,1633.45 ,2329.23 ,,,,,,,,,,,,,,,,,,,,
2012-05-29,,,,2364.81 ,1651.35 ,2358.03 ,,,,,,,,,,,,,,,,,,,,
2012-05-30,,,,2367.09 ,1642.98 ,2353.93 ,,,,,,,,,,,,,,,,,,,,
2012-05-31,23.21 ,548.00 ,104690.30 ,2383.06 ,1669.89 ,2367.63 ,-3.30 ,,,,,,,,,18.50 ,19018.00 ,549.00 ,12.00 ,12.00 ,31347.00 ,20395.00 ,94088.32 ,96479.07 ,104017.68 ,609.00 
2012-06-01,,,,2367.81 ,1670.93 ,2360.89 ,,,,,,,,,,,,,,,,,,,,
2012-06-04,,,,2286.33 ,1646.80 ,2292.63 ,,,,,,,,,,,,,,,,,,,,
2012-06-05,,,,2284.88 ,1665.24 ,2293.33 ,,79.00 ,101.00 ,,,,,,,,,,,,,,,,,
2012-06-06,,,,2275.85 ,1657.01 ,2296.66 ,,,,,,,,,,,,,,,,,,,,
2012-06-07,,,,2260.46 ,1632.08 ,2269.21 ,,,,,,,,,,,,,,,,,,,,
2012-06-08,,,,2259.81 ,1628.53 ,2278.04 ,,,,,,,,,,,,,,,,,,,,
2012-06-11,,,,2294.85 ,1655.91 ,2310.70 ,,,,,,,,,,,,,,,,,,,,
2012-06-12,,,,2252.95 ,1690.06 ,2242.45 ,,,,,,,,,,,,,,,,,,,,
2012-06-13,,,,2288.00 ,1716.91 ,2270.01 ,,,,,,,,,,,,,,,,,,,,
2012-06-14,,,,2310.74 ,1699.35 ,2269.17 ,,,,,,,,,,,,,,,,,,,,
2012-06-15,,,,2293.78 ,1693.09 ,2266.62 ,,,,,,,,,,,,,,,,,,,,
2012-06-18,,,,2321.18 ,1745.41 ,2282.16 ,,,,,,,,,,,,,,,,,,,,
2012-06-19,,,,2328.08 ,1749.11 ,2285.99 ,,,,,,,,,,,,,,,,,,,,
2012-06-20,,,,2307.05 ,1743.50 ,2277.03 ,,79.00 ,101.00 ,,,,,,,,,,,,,,,,,
2012-06-21,,,,2290.39 ,1741.93 ,2226.32 ,,,,,,,,,,,,,,,,,,,,
2012-06-25,,,,2233.86 ,1707.66 ,2194.40 ,,,,,,,,,,,,,,,,,,,,
2012-06-26,,,,2220.64 ,1683.91 ,2179.52 ,,,,,,,,,,,,,,,,,,,,
2012-06-27,,,,2158.23 ,1696.31 ,2168.47 ,,,,,,,,,,,,,,,,,,,,
2012-06-28,,,,2077.14 ,1688.78 ,2126.74 ,,,,,,,,,,,,,,,,,,,,
2012-06-29,,,,2121.09 ,1737.47 ,2168.18 ,,,,,,,,,,,,,,,,,,,,
2012-06-30,23.21 ,521.00 ,103808.40 ,,,,-7.50 ,,,,,,,5708.50 ,5892.30 ,17.50 ,17630.00 ,522.00 ,11.00 ,11.00 ,29039.00 ,18917.00 ,104276.25 ,101287.54 ,104627.32 ,547.00 
2012-07-02,,,,2143.26 ,1759.84 ,2178.93 ,,,,,,,,,,,,,,,,,,,,
2012-07-03,,,,2176.54 ,1760.01 ,2181.67 ,,,,,,,,,,,,,,,,,,,,
2012-07-04,,,,2160.38 ,1747.38 ,2179.91 ,,,,,,,,,,,,,,,,,,,,
2012-07-05,,,,2135.63 ,1715.16 ,2141.96 ,,79.00 ,101.00 ,,,,,,,,,,,,,,,,,
2012-07-06,,,,2173.30 ,1750.12 ,2183.68 ,,,,,,,,,,,,,,,,,,,,
2012-07-09,,,,2130.99 ,1713.47 ,2118.48 ,,,,,,,,,,,,,,,,,,,,
2012-07-10,,,,2166.26 ,1750.26 ,2184.83 ,,,,,,,,,,,,,,,,,,,,
2012-07-11,,,,2170.28 ,1730.14 ,2198.83 ,,,,,,,,,,,,,,,,,,,,
2012-07-12,,,,2179.06 ,1760.04 ,2203.80 ,,,,,,,,,,,,,,,,,,,,
2012-07-13,,,,2139.68 ,1729.79 ,2178.81 ,,,,,,,,,,,,,,,,,,,,
2012-07-16,,,,2040.70 ,1694.97 ,2086.06 ,,,,,,,,,,,,,,,,,,,,
2012-07-17,,,,2046.58 ,1706.61 ,2093.94 ,,,,,,,,,,,,,,,,,,,,
2012-07-18,,,,2060.50 ,1736.23 ,2117.11 ,,,,,,,,,,,,,,,,,,,,
2012-07-19,,,,2106.18 ,1766.26 ,2159.62 ,,,,,,,,,,,,,,,,,,,,
2012-07-20,,,,2085.35 ,1755.65 ,2142.92 ,,79.00 ,101.00 ,,,,,,,,,,,,,,,,,
2012-07-23,,,,2083.69 ,1775.13 ,2142.84 ,,,,,,,,,,,,,,,,,,,,
2012-07-24,,,,2101.65 ,1778.03 ,2156.84 ,,,,,,,,,,,,,,,,,,,,
2012-07-25,,,,2099.46 ,1761.99 ,2153.36 ,,,,,,,,,,,,,,,,,,,,
2012-07-26,,,,2092.32 ,1741.23 ,2124.95 ,,,,,,,,,,,,,,,,,,,,
2012-07-27,,,,2108.09 ,1749.09 ,2153.46 ,,,,,,,,,,,,,,,,,,,,
2012-07-30,,,,2077.83 ,1720.64 ,2142.07 ,,,,,,,,,,,,,,,,,,,,
2012-07-31,23.21 ,457.00 ,89227.10 ,2045.39 ,1688.51 ,2097.62 ,7.20 ,,,,,,,,,18.90 ,18448.00 ,458.00 ,12.00 ,12.00 ,31497.00 ,21315.00 ,99313.61 ,101767.22 ,105965.87 ,740.00 
2012-08-01,,,,2114.45 ,1746.33 ,2164.20 ,,,,,,,,,,,,,,,,,,,,
2012-08-02,,,,2110.06 ,1736.25 ,2167.30 ,,,,,,,,,,,,,,,,,,,,
2012-08-03,,,,2148.38 ,1794.06 ,2206.05 ,,,,,,,,,,,,,,,,,,,,
2012-08-06,,,,2187.14 ,1830.89 ,2228.54 ,,79.00 ,101.00 ,,,,,,,,,,,,,,,,,
2012-08-07,,,,2240.73 ,1831.20 ,2285.35 ,,,,,,,,,,,,,,,,,,,,
2012-08-08,,,,2234.54 ,1840.01 ,2282.17 ,,,,,,,,,,,,,,,,,,,,
2012-08-09,,,,2243.15 ,1857.75 ,2298.72 ,,,,,,,,,,,,,,,,,,,,
2012-08-10,,,,2227.27 ,1851.91 ,2296.62 ,,,,,,,,,,,,,,,,,,,,
2012-08-13,,,,2173.50 ,1805.32 ,2238.15 ,,,,,,,,,,,,,,,,,,,,
2012-08-14,,,,2196.64 ,1820.15 ,2258.17 ,,,,,,,,,,,,,,,,,,,,
2012-08-15,,,,2166.67 ,1803.45 ,2221.75 ,,,,,,,,,,,,,,,,,,,,
2012-08-16,,,,2153.88 ,1778.52 ,2215.28 ,,,,,,,,,,,,,,,,,,,,
2012-08-17,,,,2174.48 ,1781.09 ,2235.91 ,,,,,,,,,,,,,,,,,,,,
2012-08-20,,,,2179.06 ,1817.63 ,2233.99 ,,,,,,,,,,,,,,,,,,,,
2012-08-21,,,,2209.85 ,1866.91 ,2278.91 ,,79.00 ,101.00 ,,,,,,,,,,,,,,,,,
2012-08-22,,,,2204.53 ,1855.39 ,2273.72 ,,,,,,,,,,,,,,,,,,,,
2012-08-23,,,,2188.23 ,1863.42 ,2257.48 ,,,,,,,,,,,,,,,,,,,,
2012-08-24,,,,2126.53 ,1817.15 ,2177.17 ,,,,,,,,,,,,,,,,,,,,
2012-08-27,,,,2075.50 ,1799.78 ,2129.98 ,,,,,,,,,,,,,,,,,,,,
2012-08-28,,,,2082.53 ,1832.89 ,2146.46 ,,,,,,,,,,,,,,,,,,,,
2012-08-29,,,,2037.20 ,1828.00 ,2089.04 ,,,,,,,,,,,,,,,,,,,,
2012-08-30,,,,2027.43 ,1760.20 ,2070.07 ,,,,,,,,,,,,,,,,,,,,
2012-08-31,23.21 ,527.00 ,103450.90 ,2044.17 ,1763.14 ,2078.90 ,9.70 ,,,,,415.00 ,1498.00 ,,,20.80 ,20655.00 ,527.00 ,9.00 ,9.00 ,32710.00 ,21733.00 ,97340.92 ,122928.62 ,108408.90 ,991.00 
2012-09-03,,,,2076.32 ,1823.52 ,2115.99 ,,,,,,,,,,,,,,,,,,,,
2012-09-04,,,,2038.19 ,1812.49 ,2072.92 ,,,,,,,,,,,,,,,,,,,,
2012-09-05,,,,2070.69 ,1809.92 ,2109.19 ,,79.00 ,101.00 ,,,,,,,,,,,,,,,,,
2012-09-06,,,,2088.15 ,1812.44 ,2129.12 ,,,,,,,,,,,,,,,,,,,,
2012-09-07,,,,2170.09 ,1847.71 ,2207.48 ,,,,,,,,,,,,,,,,,,,,
2012-09-10,,,,2188.00 ,1849.21 ,2211.63 ,,,,,,,,,,,,,,,,,,,,
2012-09-11,,,,2198.06 ,1855.11 ,2215.92 ,,,,,,,,,,,,,,,,,,,,
2012-09-12,,,,2193.47 ,1862.05 ,2218.97 ,,,,,,,,,,,,,,,,,,,,
2012-09-13,,,,2151.87 ,1836.89 ,2174.51 ,,,,,,,,,,,,,,,,,,,,
2012-09-14,,,,2161.67 ,1822.46 ,2183.92 ,,,,,,,,,,,,,,,,,,,,
2012-09-17,,,,2109.50 ,1775.79 ,2124.75 ,,,,,,,,,,,,,,,,,,,,
2012-09-18,,,,2097.60 ,1783.29 ,2115.87 ,,,,,,,,,,,,,,,,,,,,
2012-09-19,,,,2118.80 ,1795.27 ,2130.58 ,,,,,,,,,,,,,,,,,,,,
2012-09-20,,,,2050.11 ,1744.56 ,2056.92 ,,79.00 ,102.00 ,,,,,,,,,,,,,,,,,
2012-09-21,,,,2069.94 ,1719.75 ,2054.89 ,,,,,,,,,,,,,,,,,,,,
2012-09-24,,,,2099.82 ,1746.08 ,2095.82 ,,,,,,,,,,,,,,,,,,,,
2012-09-25,,,,2075.33 ,1711.93 ,2063.41 ,,,,,,,,,,,,,,,,,,,,
2012-09-26,,,,2032.31 ,1647.81 ,2009.85 ,,,,,,,,,,,,,,,,,,,,
2012-09-27,,,,2073.59 ,1680.44 ,2063.20 ,,,,,,,,,,,,,,,,,,,,
2012-09-28,,,,2088.90 ,1696.62 ,2080.00 ,,,,,,,,,,,,,,,,,,,,
2012-09-30,23.21 ,632.00 ,125323.30 ,,,,16.10 ,,,,,406.00 ,1377.00 ,9657.10 ,9517.60 ,21.60 ,21228.00 ,633.00 ,10.00 ,10.00 ,35227.00 ,25317.00 ,101235.00 ,124591.56 ,115387.79 ,1363.00 
2012-10-05,,,,,,,,79.00 ,103.00 ,,129.00 ,,,,,,,,,,,,,,,
2012-10-08,,,,2021.09 ,1660.93 ,2058.99 ,,,,,,,,,,,,,,,,,,,,
2012-10-09,,,,2098.11 ,1696.49 ,2150.62 ,,,,,,,,,,,,,,,,,,,,
2012-10-10,,,,2128.82 ,1721.60 ,2187.27 ,,,,,,,,,,,,,,,,,,,,
2012-10-11,,,,2106.12 ,1706.93 ,2157.36 ,,,,,,,,,,,,,,,,,,,,
2012-10-12,,,,2104.38 ,1710.47 ,2148.92 ,,,,,,,,,,,,,,,,,,,,
2012-10-15,,,,2067.17 ,1692.78 ,2117.70 ,,,,,,,,,,,,,,,,,,,,
2012-10-16,,,,2071.71 ,1726.80 ,2123.49 ,,,,,,,,,,,,,,,,,,,,
2012-10-17,,,,2081.29 ,1716.16 ,2134.21 ,,,,,,,,,,,,,,,,,,,,
2012-10-18,,,,2107.77 ,1736.13 ,2155.16 ,,,,,,,,,,,,,,,,,,,,
2012-10-19,,,,2092.65 ,1750.97 ,2142.54 ,,,,,,,,,,,,,,,,,,,,
2012-10-20,,,,,,,,79.00 ,104.00 ,,,,,,,,,,,,,,,,,
2012-10-22,,,,2098.39 ,1761.61 ,2144.96 ,,,,,,,,,,,,,,,,,,,,
2012-10-23,,,,2083.75 ,1748.90 ,2132.00 ,,,,,,,,,,,,,,,,,,,,
2012-10-24,,,,2069.14 ,1735.61 ,2129.01 ,,,,,,,,,,,,,,,,,,,,
